bin	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5	Completeness	Contamination	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	bin_length	bin_%GC	contig_count	min_contig_length
bin.065	k__Bacteria	924	151	101	43	107	1	0	0	0	62.18	0.99	id64	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			944814	51	6	10k
bin.075	k__Bacteria	5449	100	55	73	26	1	0	0	0	34.18	1.82	id74	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			487616	51	27	10k
bin.077	k__Bacteria	924	151	101	65	85	1	0	0	0	44.16	0.17	id76	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			648626	53	23	10k
bin.202	k__Bacteria	5449	104	58	33	71	0	0	0	0	68.97	0	id201	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			729954	50	11	10k
bin.220	k__Bacteria	5449	104	58	80	21	3	0	0	0	32.76	2.59	id219	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			310080	49	11	10k
bin.236	k__Bacteria	2993	143	89	23	120	0	0	0	0	76.78	0	id235	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			821228	53	5	10k
bin.298	k__Bacteria	901	171	117	66	104	1	0	0	0	53.39	0.85	id297	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			893440	52	7	10k
bin.362	k__Bacteria	924	151	101	50	101	0	0	0	0	59.21	0	id361	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			751426	51	12	10k
bin.376	k__Bacteria	924	151	101	44	105	2	0	0	0	61.19	0.99	id375	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			910363	51	12	10k
bin.050	k__Bacteria	5449	104	58	14	90	0	0	0	0	81.87	0	id49	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		770014	50	16	2.5k
bin.087	k__Bacteria	901	171	117	89	81	1	0	0	0	44.84	0.85	id86	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		601026	51	40	2.5k
bin.064	k__Bacteria	901	171	117	105	65	1	0	0	0	37.15	0.85	id63	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		496326	51	24	10k
bin.089	k__Bacteria	5449	104	58	14	90	0	0	0	0	81.87	0	id88	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		760372	50	15	10k
bin.464	k__Bacteria	901	171	117	49	121	1	0	0	0	63.08	0.85	id463	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	SBAW01	GWA1-54-10		807533	52	17	2.5k
bin.335	k__Bacteria	901	171	117	51	119	1	0	0	0	62.05	0.85	id334	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	SBAW01	GWA1-54-10		786676	52	14	10k
bin.029	k__Bacteria	901	171	117	40	131	0	0	0	0	68.77	0	id28	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		950874	54	11	2.5k
bin.070	k__Bacteria	901	171	117	44	127	0	0	0	0	66.78	0	id69	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		1119780	56	21	2.5k
bin.231	k__Bacteria	901	171	117	71	98	2	0	0	0	51.58	1.71	id230	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		735695	53	69	2.5k
bin.342	k__Bacteria	2993	143	89	28	115	0	0	0	0	76.27	0	id341	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		898682	55	30	2.5k
bin.355	k__Bacteria	901	171	117	75	96	0	0	0	0	49.69	0	id354	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		704098	55	65	2.5k
bin.021	k__Bacteria	5449	104	58	70	34	0	0	0	0	36.73	0	id20	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		425860	53	27	10k
bin.200	k__Bacteria	2993	143	89	79	64	0	0	0	0	40.3	0	id199	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		446941	55	30	10k
bin.226	k__Bacteria	901	171	117	45	126	0	0	0	0	65.93	0	id225	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		1113774	56	20	10k
bin.269	k__Bacteria	901	171	117	40	131	0	0	0	0	68.77	0	id268	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		950874	54	11	10k
bin.282	k__Bacteria	2993	143	89	31	112	0	0	0	0	74.58	0	id281	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100	UBA10103		905588	55	28	10k
bin.313	k__Bacteria	138	338	246	267	67	3	1	0	0	20.05	1.64	id312	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2100			573050	52	63	2.5k
bin.433	k__Bacteria	901	171	117	40	129	2	0	0	0	69.63	0.57	id432	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2103	1-14-0-10-45-20		745245	47	7	2.5k
bin.333	k__Bacteria	901	171	117	40	129	2	0	0	0	69.63	0.57	id332	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2103	1-14-0-10-45-20		745245	47	7	10k
bin.131	k__Bacteria	901	171	117	78	93	0	0	0	0	44.79	0	id130	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2103	C7867-001		523378	51	33	2.5k
bin.371	k__Bacteria	5449	104	58	25	79	0	0	0	0	69.33	0	id370	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2103	C7867-001		620442	57	31	2.5k
bin.002	k__Bacteria	5449	104	58	29	75	0	0	0	0	62.43	0	id1	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2103	C7867-001		552975	57	22	10k
bin.310	k__Bacteria	901	171	117	92	79	0	0	0	0	37.44	0	id309	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2103	C7867-001		406024	51	16	10k
bin.454	k__Bacteria	5449	104	58	13	90	1	0	0	0	80.46	1.72	id453	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6065			569426	52	18	2.5k
bin.363	k__Bacteria	5449	104	58	17	87	0	0	0	0	76.15	0	id362	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6065			539811	52	14	10k
bin.260	k__Bacteria	5449	104	58	59	44	1	0	0	0	58.05	1.72	id259	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	CAJCIR01		596809	42	56	2.5k
bin.385	k__Bacteria	924	151	101	104	47	0	0	0	0	24.56	0	id384	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	CAJCIR01		272409	44	29	2.5k
bin.201	k__Bacteria	5449	104	58	78	25	1	0	0	0	36.21	1.72	id200	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	CAJCIR01		384493	42	24	10k
bin.045	k__Bacteria	924	161	108	46	114	1	0	0	0	63.73	0.93	id44	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01		1137290	53	27	2.5k
bin.144	k__Bacteria	5449	104	58	29	42	33	0	0	0	60.19	10.5	id143	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01		611849	46	32	2.5k
bin.242	k__Bacteria	5449	104	58	36	35	33	0	0	0	49.84	10.5	id241	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01		506537	47	21	10k
bin.471	k__Bacteria	174	149	89	28	121	0	0	0	0	74.04	0	id470	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	RGVC01		1489098	43	64	2.5k
bin.008	k__Bacteria	924	161	108	30	130	1	0	0	0	74.54	0.93	id7	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		1024416	46	17	2.5k
bin.445	k__Bacteria	924	151	101	57	92	2	0	0	0	59.19	0.69	id444	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		656281	44	46	2.5k
bin.014	k__Bacteria	924	161	108	30	130	1	0	0	0	74.54	0.93	id13	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		1024416	46	17	10k
bin.184	k__Bacteria	901	171	117	126	45	0	0	0	0	19.32	0	id183	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		213715	46	13	10k
bin.372	k__Bacteria	924	161	108	121	39	1	0	0	0	25.35	0.46	id371	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		325898	44	17	10k
bin.015	k__Bacteria	5449	104	58	62	42	0	0	0	0	60.5	0	id14	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			1119918	44	79	2.5k
bin.242	k__Bacteria	924	151	101	60	83	8	0	0	0	56.77	6.44	id241	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			1688883	49	123	2.5k
bin.381	k__Bacteria	5449	104	58	78	25	1	0	0	0	25.75	1.72	id380	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			355280	52	45	2.5k
bin.430	k__Bacteria	174	149	89	35	114	0	0	0	0	66.74	0	id429	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			684334	41	50	2.5k
bin.435	k__Bacteria	5449	104	58	81	23	0	0	0	0	24.06	0	id434	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			300702	50	35	2.5k
bin.467	k__Bacteria	5449	104	58	64	40	0	0	0	0	57.76	0	id466	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			965042	53	61	2.5k
bin.129	k__Bacteria	5449	104	58	72	32	0	0	0	0	49.14	0	id128	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			772366	53	34	10k
bin.153	k__Bacteria	901	171	117	127	44	0	0	0	0	17.52	0	id152	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			358237	51	18	10k
bin.159	k__Bacteria	5449	104	58	79	24	1	0	0	0	36.21	1.72	id158	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			1030251	48	54	10k
bin.238	k__Bacteria	174	149	89	33	116	0	0	0	0	68.99	0	id237	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			1366729	43	47	10k
bin.245	k__Bacteria	924	161	108	76	85	0	0	0	0	50.8	0	id244	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			558844	41	32	10k
bin.307	k__Bacteria	5449	104	58	73	31	0	0	0	0	44.98	0	id306	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			808416	44	42	10k
bin.371	k__Bacteria	924	161	108	45	115	1	0	0	0	64.66	0.93	id370	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665			1135215	53	24	10k
bin.109	k__Bacteria	924	161	108	108	53	0	0	0	0	27.29	0	id108	Bacteria	Patescibacteria	Saccharimonadia	UBA4664				249835	52	31	2.5k
bin.027	k__Bacteria	2921	141	86	71	69	1	0	0	0	31.18	0.23	id26	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae			2644630	67	369	2.5k
bin.066	k__Bacteria	5449	104	58	89	15	0	0	0	0	18.97	0	id65	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		868990	63	113	2.5k
bin.479	k__Bacteria	5449	104	58	93	11	0	0	0	0	17.24	0	id478	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		665378	64	97	2.5k
bin.377	k__Bacteria	5449	104	58	83	21	0	0	0	0	24.81	0	id376	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAJCIS01		1605247	64	193	2.5k
bin.140	o__Rhodospirillales	63	336	201	265	71	0	0	0	0	23.1	0	id139	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Palsa-883		2445319	66	310	2.5k
bin.415	o__Rhodospirillales	63	336	201	187	148	1	0	0	0	46.09	0.5	id414	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila		3637506	64	381	2.5k
bin.338	k__Bacteria	5449	104	58	74	30	0	0	0	0	30.25	0	id337	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila		1720356	63	103	10k
bin.165	k__Bacteria	5449	104	58	99	5	0	0	0	0	6.9	0	id164	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			225984	63	18	10k
bin.090	k__Bacteria	2993	147	91	63	83	1	0	0	0	58.29	1.1	id89	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	Aliidongia		3723695	66	436	2.5k
bin.134	k__Bacteria	5449	103	57	76	27	0	0	0	0	41.23	0	id133	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	Aliidongia		3094314	65	376	2.5k
bin.116	root	5656	56	24	55	1	0	0	0	0	4.17	0	id115	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	Aliidongia		1105664	65	84	10k
bin.208	c__Alphaproteobacteria	564	349	230	280	69	0	0	0	0	16.13	0	id207	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	Aliidongia		1097727	66	81	10k
bin.052	k__Bacteria	5449	104	58	67	34	3	0	0	0	57.76	5.17	id51	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	AP-15		5008314	63	502	2.5k
bin.486	c__Alphaproteobacteria	564	349	230	118	226	5	0	0	0	67.01	1.75	id485	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	AP-15		4887536	63	515	2.5k
bin.504	c__Alphaproteobacteria	564	349	230	176	167	4	2	0	0	46.87	2.32	id503	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	AP-15		3488014	63	432	2.5k
bin.117	k__Bacteria	5449	104	58	86	18	0	0	0	0	28.45	0	id116	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	AP-15		2423062	63	163	10k
bin.213	k__Bacteria	5449	104	58	86	18	0	0	0	0	28.45	0	id212	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	AP-15		2526767	64	173	10k
bin.318	c__Alphaproteobacteria	564	349	230	274	75	0	0	0	0	13.45	0	id317	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	AP-15		880860	64	67	10k
bin.088	k__Bacteria	5449	104	58	95	9	0	0	0	0	13.79	0	id87	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae			947977	62	136	2.5k
bin.500	c__Alphaproteobacteria	564	348	229	143	205	0	0	0	0	54.23	0	id499	Bacteria	Proteobacteria	Alphaproteobacteria	BOG-932	BOG-932	BOG-932		3454055	63	340	2.5k
bin.137	k__Bacteria	5449	104	58	77	27	0	0	0	0	41.38	0	id136	Bacteria	Proteobacteria	Alphaproteobacteria	BOG-932	BOG-932	BOG-932		1903139	63	117	10k
bin.321	k__Bacteria	5449	104	58	89	15	0	0	0	0	22.41	0	id320	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	BOG-935		812311	68	122	2.5k
bin.016	c__Alphaproteobacteria	26	529	308	75	440	13	1	0	0	87.62	2.75	id15	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Palsa-881		3972430	69	284	2.5k
bin.414	k__Bacteria	5449	104	58	90	14	0	0	0	0	18.97	0	id413	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Palsa-881		401583	68	60	2.5k
bin.259	k__Bacteria	5449	104	58	70	34	0	0	0	0	49.71	0	id258	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Palsa-881		3138124	69	163	10k
bin.254	c__Alphaproteobacteria	564	349	230	82	264	3	0	0	0	80.11	1.3	id253	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	JACQAI01		6255811	68	467	2.5k
bin.423	k__Bacteria	5449	104	58	91	12	1	0	0	0	18.97	1.72	id422	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	JACQAI01		1948881	68	284	2.5k
bin.193	k__Bacteria	5449	104	58	63	41	0	0	0	0	62.07	0	id192	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	JACQAI01		4198701	68	219	10k
bin.094	k__Bacteria	5449	104	58	61	30	13	0	0	0	58.62	20.69	id93	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		3145952	63	353	2.5k
bin.186	k__Bacteria	5449	104	58	88	16	0	0	0	0	22.41	0	id185	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		770970	59	104	2.5k
bin.239	k__Bacteria	5449	104	58	83	21	0	0	0	0	31.9	0	id238	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		1204851	63	152	2.5k
bin.289	k__Bacteria	5449	104	58	81	23	0	0	0	0	31.9	0	id288	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		792157	62	104	2.5k
bin.346	k__Bacteria	5449	103	57	92	11	0	0	0	0	16.67	0	id345	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		1313994	63	178	2.5k
bin.390	k__Bacteria	5449	104	58	93	11	0	0	0	0	18.1	0	id389	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		553358	63	76	2.5k
bin.455	k__Bacteria	5449	104	58	87	17	0	0	0	0	25.86	0	id454	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		1240581	61	153	2.5k
bin.480	c__Alphaproteobacteria	564	349	230	28	275	45	1	0	0	96.59	12.83	id479	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		5423309	62	188	2.5k
bin.087	c__Alphaproteobacteria	564	349	230	35	307	7	0	0	0	94.41	2.32	id86	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		4782528	62	94	10k
bin.169	root	5656	56	24	53	3	0	0	0	0	12.5	0	id168	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		255381	62	21	10k
bin.171	k__Bacteria	5449	104	58	86	14	4	0	0	0	25.86	6.9	id170	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		1319316	62	95	10k
bin.098	k__Bacteria	5449	104	58	95	9	0	0	0	0	13.79	0	id97	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella sp013290035	1553112	66	221	2.5k
bin.141	k__Bacteria	5449	104	58	71	30	3	0	0	0	50.86	4.31	id140	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		4616656	66	621	2.5k
bin.198	root	5656	56	24	52	4	0	0	0	0	16.67	0	id197	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		1528273	66	221	2.5k
bin.307	k__Bacteria	5449	104	58	78	26	0	0	0	0	34.48	0	id306	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		2954276	66	337	2.5k
bin.316	k__Bacteria	5449	104	58	92	12	0	0	0	0	18.1	0	id315	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		2344090	65	287	2.5k
bin.224	k__Bacteria	5449	104	58	91	13	0	0	0	0	20.69	0	id223	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		993622	66	80	10k
bin.285	o__Rhizobiales	92	481	319	256	223	2	0	0	0	48.34	0.47	id284	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus		2859240	63	354	2.5k
bin.052	o__Rhizobiales	92	481	319	387	94	0	0	0	0	18.42	0	id51	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus		871257	63	62	10k
bin.461	k__Bacteria	5449	104	58	83	21	0	0	0	0	27.59	0	id460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	UBA4765	UBA4765		376939	58	53	2.5k
bin.089	k__Bacteria	5449	104	58	89	15	0	0	0	0	10.03	0	id88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		651865	61	91	2.5k
bin.251	o__Rhizobiales	107	485	316	41	276	162	6	0	0	89.35	38.93	id250	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		6837014	62	601	2.5k
bin.438	o__Rhizobiales	107	485	316	391	94	0	0	0	0	15.68	0	id437	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		1008358	61	135	2.5k
bin.483	k__Bacteria	5449	104	58	81	22	1	0	0	0	35.5	1.72	id482	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		2897388	62	370	2.5k
bin.366	o__Rhizobiales	107	485	316	220	245	20	0	0	0	48.21	3.46	id365	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		2373264	63	139	10k
bin.337	k__Bacteria	5449	104	58	47	35	19	3	0	0	53.43	10.03	id336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium		5779865	61	772	2.5k
bin.150	k__Bacteria	5449	104	58	91	13	0	0	0	0	22.41	0	id149	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium		2534701	61	122	10k
bin.496	o__Rhizobiales	107	485	316	23	459	3	0	0	0	94.07	0.95	id495	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys		3216646	61	19	2.5k
bin.367	o__Rhizobiales	107	485	316	23	459	3	0	0	0	94.07	0.95	id366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys		3210759	61	18	10k
bin.021	o__Rhodospirillales	63	336	201	52	283	1	0	0	0	96.53	0.5	id20	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			5805556	64	55	2.5k
bin.269	o__Rhodospirillales	63	336	201	36	291	9	0	0	0	95.73	3.15	id268	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			5326098	65	93	2.5k
bin.293	k__Bacteria	5449	104	58	52	18	34	0	0	0	78.45	52.59	id292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			9106521	64	554	2.5k
bin.370	k__Bacteria	5449	104	58	98	6	0	0	0	0	8.97	0	id369	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			1215841	64	163	2.5k
bin.009	o__Rhodospirillales	63	336	201	45	290	1	0	0	0	97.19	0.5	id8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			5796532	64	53	10k
bin.019	k__Bacteria	5449	104	58	55	28	19	2	0	0	74.14	34.48	id18	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			7771968	64	299	10k
bin.229	o__Rhodospirillales	63	336	201	46	281	9	0	0	0	92.75	3.15	id228	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			5209605	65	81	10k
bin.324	k__Bacteria	2993	147	91	0	147	0	0	0	0	100	0	id323	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	JABCZZ01	JABCZZ01		2939205	57	36	2.5k
bin.446	k__Bacteria	2993	147	91	76	71	0	0	0	0	57.35	0	id445	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	JABCZZ01	JABCZZ01		1672156	50	185	2.5k
bin.174	k__Bacteria	2993	147	91	0	147	0	0	0	0	100	0	id173	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	JABCZZ01	JABCZZ01		2933646	57	35	10k
bin.250	root	5656	56	24	53	3	0	0	0	0	12.5	0	id249	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	JABCZZ01	JABCZZ01		273565	51	20	10k
bin.118	o__Sphingomonadales	26	569	293	286	277	6	0	0	0	49.45	1.56	id117	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		3082038	65	386	2.5k
bin.273	k__Bacteria	5449	104	58	94	10	0	0	0	0	13.79	0	id272	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		993840	65	80	10k
bin.112	c__Alphaproteobacteria	564	349	230	11	336	2	0	0	0	95.22	0.87	id111	Bacteria	Proteobacteria	Alphaproteobacteria	UBA9219	UBA9219			2082496	59	6	2.5k
bin.167	c__Alphaproteobacteria	564	348	229	11	335	2	0	0	0	95.2	0.87	id166	Bacteria	Proteobacteria	Alphaproteobacteria	UBA9219	UBA9219			2082496	59	6	10k
bin.111	k__Bacteria	5449	104	58	94	10	0	0	0	0	17.24	0	id110	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia		608851	60	91	2.5k
bin.168	k__Bacteria	5449	104	58	48	20	23	12	1	0	79.48	76.9	id167	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia		23434138	61	1824	2.5k
bin.300	k__Bacteria	5449	104	58	69	25	10	0	0	0	50	17.24	id299	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia		16373422	61	797	10k
bin.042	o__Burkholderiales	107	574	251	43	523	8	0	0	0	96.5	0.86	id41	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas		5147513	60	127	2.5k
bin.204	k__Bacteria	5449	104	58	65	39	0	0	0	0	60.34	0	id203	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas		2840313	56	241	2.5k
bin.217	o__Burkholderiales	107	574	251	54	512	8	0	0	0	92.03	1.16	id216	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas		5061089	60	109	10k
bin.361	k__Bacteria	5449	104	58	79	25	0	0	0	0	39.66	0	id360	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas		1966758	55	118	10k
bin.244	o__Burkholderiales	108	570	250	149	407	12	2	0	0	80.03	2.61	id243	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea		5029135	62	439	2.5k
