	seqname	contigLen	totalAvgDepth	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
4986	NODE_4987_length_12470_cov_5.755860	12470	7.79724	7.79724	8.9694	bin.070	60.0							Bacteria?					
4989	NODE_4990_length_12467_cov_5.142926	12467	7.85971	7.85971	11.1074	bin.070	57.0							Bacteria?					
4995	NODE_4996_length_12457_cov_5.177794	12457	8.28415	8.28415	7.95714	bin.070	60.0							Bacteria?					
4999	NODE_5000_length_12453_cov_4.335054	12453	6.80558	6.80558	9.57748	bin.070	60.0							Bacteria?					
5008	NODE_5009_length_12443_cov_4.350500	12443	6.80591	6.80591	7.5281	bin.070	58.0							Bacteria?					
5014	NODE_5015_length_12436_cov_3.590663	12436	5.68745	5.68745	6.99721	bin.070	55.0							Bacteria?					
5015	NODE_5016_length_12434_cov_4.883674	12434	7.6261	7.6261	7.7175	bin.070	59.0							Bacteria?					
5018	NODE_5019_length_12432_cov_6.742264	12432	10.1544	10.1544	12.0454	bin.070	58.0							Bacteria?					
5029	NODE_5030_length_12422_cov_3.595617	12422	5.72572	5.72572	7.4219	bin.070	56.0							Bacteria?					
5035	NODE_5036_length_12415_cov_6.372654	12415	9.37301	9.37301	12.0142	bin.070	56.0							Bacteria?					
5040	NODE_5041_length_12404_cov_4.303020	12404	6.8549	6.8549	8.4349	bin.070	61.0							Bacteria?					
5041	NODE_5042_length_12403_cov_4.820376	12403	7.28646	7.28646	7.33974	bin.070	56.0							Bacteria?					
5047	NODE_5048_length_12399_cov_4.065700	12399	6.46281	6.46281	8.06401	bin.070	61.0							Bacteria?					
5050	NODE_5051_length_12396_cov_5.330929	12396	8.08297	8.08297	7.23823	bin.070	61.0							Bacteria?					
5052	NODE_5053_length_12393_cov_4.501783	12393	6.95058	6.95058	6.71869	bin.070	58.0							Bacteria?					
5054	NODE_5055_length_12392_cov_4.307287	12392	6.83859	6.83859	6.91026	bin.070	59.0							Bacteria?					
5060	NODE_5061_length_12378_cov_3.686440	12378	6.07851	6.07851	6.27862	bin.070	56.0							Bacteria?					
5069	NODE_5070_length_12366_cov_7.744537	12366	11.8271	11.8271	10.0774	bin.070	57.0							Bacteria?					
5077	NODE_5078_length_12355_cov_4.406748	12355	7.03408	7.03408	8.10029	bin.070	61.0							Bacteria?					
5084	NODE_5085_length_12347_cov_3.437602	12347	5.49816	5.49816	6.34758	bin.070	58.0							Bacteria?					
5090	NODE_5091_length_12338_cov_6.390133	12338	9.96702	9.96702	12.7431	bin.070	59.0							Bacteria?					
5091	NODE_5092_length_12338_cov_4.386876	12338	6.63587	6.63587	5.82993	bin.070	58.0							Bacteria?					
5092	NODE_5093_length_12337_cov_4.279270	12337	6.60515	6.60515	6.03455	bin.070	59.0							Bacteria?					
5106	NODE_5107_length_12323_cov_5.054125	12323	7.9986	7.9986	10.0014	bin.070	58.0							Bacteria?					
5118	NODE_5119_length_12309_cov_5.790844	12309	9.12929	9.12929	9.42626	bin.070	57.0	bin.070	0.987	0.147	0.067	0.533	0.987	dsDNAphage	12305.0	0.0	14.3	0.0	|full
5127	NODE_5128_length_12300_cov_4.467538	12300	6.94428	6.94428	7.94739	bin.070	56.0							Bacteria?					
5129	NODE_5130_length_12291_cov_8.446715	12291	12.1548	12.1548	14.7809	bin.070	59.0							Bacteria?					
5131	NODE_5132_length_12289_cov_4.740232	12289	7.58539	7.58539	10.5032	bin.070	58.0							Bacteria?					
5139	NODE_5140_length_12281_cov_4.739653	12281	7.06636	7.06636	10.0781	bin.070	57.0							Bacteria?					
5141	NODE_5142_length_12279_cov_4.359702	12279	6.64309	6.64309	7.30837	bin.070	58.0							Bacteria?					
5150	NODE_5151_length_12269_cov_5.047814	12269	7.94727	7.94727	9.3393	bin.070	58.0							Bacteria?					
5153	NODE_5154_length_12268_cov_4.213379	12268	5.90287	5.90287	5.69019	bin.070	56.0							Bacteria?					
5154	NODE_5155_length_12267_cov_5.918523	12267	9.47017	9.47017	11.1082	bin.070	56.0							Bacteria?					
5157	NODE_5158_length_12264_cov_7.357851	12264	11.1001	11.1001	19.4075	bin.070	58.0							Bacteria?					
5162	NODE_5163_length_12261_cov_4.593561	12261	7.11031	7.11031	8.40501	bin.070	60.0							Bacteria?					
5165	NODE_5166_length_12260_cov_5.285866	12260	8.36268	8.36268	12.0488	bin.070	59.0	bin.070	0.967	0.08	0.093	0.54	0.967	dsDNAphage	12258.0	0.0	13.0	0.0	|full
5166	NODE_5167_length_12260_cov_4.726997	12260	7.10694	7.10694	7.78928	bin.070	60.0							Bacteria?					
5183	NODE_5184_length_12239_cov_4.937131	12239	7.62718	7.62718	10.8881	bin.070	54.0							Bacteria?					
5192	NODE_5193_length_12233_cov_4.465347	12233	6.70181	6.70181	8.24261	bin.070	56.0							Bacteria?					
5204	NODE_5205_length_12215_cov_3.495724	12215	5.49581	5.49581	5.54577	bin.070	56.0							Bacteria?					
5205	NODE_5206_length_12214_cov_7.340406	12214	11.3225	11.3225	10.6141	bin.070	58.0							Bacteria?					
5211	NODE_5212_length_12208_cov_4.239118	12208	6.66354	6.66354	6.91541	bin.070	59.0							Bacteria?					
5217	NODE_5218_length_12193_cov_6.203493	12193	9.29677	9.29677	11.8077	bin.070	57.0							Bacteria?					
5225	NODE_5226_length_12186_cov_4.010799	12186	6.41609	6.41609	5.16284	bin.070	54.0	bin.070	1.0	0.193	0.473	0.133	1.0	dsDNAphage	12185.0	3.0	31.6	0.0	|full
5226	NODE_5227_length_12186_cov_3.848900	12186	6.23579	6.23579	6.18836	bin.070	58.0							Bacteria?					
5229	NODE_5230_length_12181_cov_6.077932	12181	8.27762	8.27762	13.8632	bin.070	56.0							Bacteria?					
5239	NODE_5240_length_12174_cov_4.917402	12174	7.78069	7.78069	9.51685	bin.070	58.0							Bacteria?					
5242	NODE_5243_length_12169_cov_4.609460	12169	7.2199	7.2199	9.52786	bin.070	58.0							Bacteria?					
5244	NODE_5245_length_12167_cov_2.944683	12167	5.04319	5.04319	4.86864	bin.070	55.0							Bacteria?					
5252	NODE_5253_length_12157_cov_3.506445	12157	5.58757	5.58757	5.80192	bin.070	57.0							Bacteria?					
5254	NODE_5255_length_12155_cov_3.767190	12155	5.87247	5.87247	5.32332	bin.070	62.0							Bacteria?					
5260	NODE_5261_length_12146_cov_4.720288	12146	7.18248	7.18248	9.34605	bin.070	56.0							Bacteria?					
5272	NODE_5273_length_12126_cov_6.095684	12126	8.82824	8.82824	10.7681	bin.070	56.0							Bacteria?					
5284	NODE_5285_length_12113_cov_8.873694	12113	11.1236	11.1236	33.1667	bin.070	56.0							Bacteria?					
5288	NODE_5289_length_12108_cov_4.084709	12108	6.44765	6.44765	7.29192	bin.070	57.0	bin.070	1.0	0.207	0.22	0.273	1.0	dsDNAphage	12108.0	1.0	21.4	0.0	|full
5290	NODE_5291_length_12108_cov_3.226417	12108	5.09492	5.09492	6.18461	bin.070	59.0							Bacteria?					
5294	NODE_5295_length_12104_cov_4.844966	12104	7.4186	7.4186	8.94645	bin.070	59.0							Bacteria?					
5305	NODE_5306_length_12091_cov_4.562728	12091	6.60389	6.60389	6.9874	bin.070	57.0							Bacteria?					
5312	NODE_5313_length_12081_cov_5.855812	12081	9.21222	9.21222	10.0464	bin.070	57.0							Bacteria?					
5325	NODE_5326_length_12054_cov_3.623219	12054	5.76075	5.76075	8.56846	bin.070	54.0							Bacteria?					
5332	NODE_5333_length_12046_cov_5.962555	12046	9.28068	9.28068	14.1211	bin.070	54.0							Bacteria?					
5343	NODE_5344_length_12028_cov_6.153345	12028	9.29677	9.29677	10.5994	bin.070	56.0							Bacteria?					
5352	NODE_5353_length_12021_cov_4.666890	12021	6.83557	6.83557	9.26792	bin.070	59.0							Bacteria?					
5353	NODE_5354_length_12020_cov_7.538320	12020	11.1252	11.1252	24.3846	bin.070	59.0							Bacteria?					
5363	NODE_5364_length_12010_cov_4.727980	12010	6.85894	6.85894	7.66086	bin.070	59.0							Bacteria?					
5367	NODE_5368_length_12007_cov_7.719712	12007	11.806	11.806	26.6418	bin.070	57.0							Bacteria?					
5371	NODE_5372_length_12002_cov_6.578388	12002	10.0003	10.0003	14.3621	bin.070	57.0							Bacteria?					
5378	NODE_5379_length_11991_cov_9.063673	11991	10.7118	10.7118	35.8098	bin.070	57.0							Bacteria?					
5383	NODE_5384_length_11986_cov_6.252284	11986	9.05238	9.05238	10.7993	bin.070	58.0							Bacteria?					
5384	NODE_5385_length_11986_cov_5.807728	11986	8.0599	8.0599	11.4948	bin.070	59.0							Bacteria?					
5389	NODE_5390_length_11977_cov_3.451518	11977	5.5107	5.5107	6.07983	bin.070	58.0							Bacteria?					
5392	NODE_5393_length_11974_cov_4.617418	11974	7.11358	7.11358	9.79633	bin.070	58.0	bin.070	0.913	0.547	0.42	0.747	0.913	dsDNAphage	11937.0	0.0	33.3	0.0	|full
5396	NODE_5397_length_11967_cov_4.293486	11967	6.91656	6.91656	8.27332	bin.070	60.0							Bacteria?					
5401	NODE_5402_length_11961_cov_5.663531	11961	8.92896	8.92896	9.95782	bin.070	59.0							Bacteria?					
5402	NODE_5403_length_11960_cov_6.931961	11960	10.7141	10.7141	11.5853	bin.070	59.0							Bacteria?					
5404	NODE_5405_length_11955_cov_4.685882	11955	7.19644	7.19644	8.66614	bin.070	60.0							Bacteria?					
5428	NODE_5429_length_11932_cov_5.301676	11932	7.4983	7.4983	8.65475	bin.070	56.0							Bacteria?					
5433	NODE_5434_length_11925_cov_5.243387	11925	8.48042	8.48042	9.2663	bin.070	56.0							Bacteria?					
5436	NODE_5437_length_11919_cov_4.929788	11919	7.47268	7.47268	10.0089	bin.070	59.0							Bacteria?					
5441	NODE_5442_length_11911_cov_6.252699	11911	9.48805	9.48805	9.28933	bin.070	57.0							Bacteria?					
5444	NODE_5445_length_11908_cov_4.492027	11908	7.05817	7.05817	8.28761	bin.070	55.0							Bacteria?					
5445	NODE_5446_length_11907_cov_7.539487	11907	11.0495	11.0495	17.7881	bin.070	56.0							Bacteria?					
5448	NODE_5449_length_11905_cov_3.352405	11905	5.38647	5.38647	5.52271	bin.070	57.0							Bacteria?					
5450	NODE_5451_length_11903_cov_4.759706	11903	7.45265	7.45265	7.86078	bin.070	58.0							Bacteria?					
5454	NODE_5455_length_11901_cov_3.832517	11901	6.00315	6.00315	6.83976	bin.070	59.0							Bacteria?					
5461	NODE_5462_length_11891_cov_5.054748	11891	7.84371	7.84371	11.2923	bin.070	60.0							Bacteria?					
5472	NODE_5473_length_11881_cov_8.248013	11881	12.0975	12.0975	16.0602	bin.070	58.0							Bacteria?					
5477	NODE_5478_length_11873_cov_5.687680	11873	8.69069	8.69069	11.4741	bin.070	55.0							Bacteria?					
5480	NODE_5481_length_11870_cov_4.957173	11870	7.732	7.732	9.04385	bin.070	60.0							Bacteria?					
5492	NODE_5493_length_11855_cov_7.197288	11855	10.551	10.551	23.6681	bin.070	57.0							Bacteria?					
5507	NODE_5508_length_11836_cov_4.372209	11836	7.09233	7.09233	10.5965	bin.070	58.0							Bacteria?					
5525	NODE_5526_length_11818_cov_3.135765	11818	5.22215	5.22215	5.95266	bin.070	56.0							Bacteria?					
5533	NODE_5534_length_11812_cov_5.050353	11812	7.98645	7.98645	7.00337	bin.070	57.0							Bacteria?					
5534	NODE_5535_length_11812_cov_4.730458	11812	7.05051	7.05051	8.52866	bin.070	57.0							Bacteria?					
5538	NODE_5539_length_11803_cov_3.947991	11803	6.24783	6.24783	6.90149	bin.070	61.0							Bacteria?					
5553	NODE_5554_length_11785_cov_4.969480	11785	7.53365	7.53365	10.7607	bin.070	57.0							Bacteria?					
5554	NODE_5555_length_11785_cov_4.593436	11785	7.04461	7.04461	7.94991	bin.070	59.0							Bacteria?					
5555	NODE_5556_length_11785_cov_4.129156	11785	6.58951	6.58951	9.34111	bin.070	63.0	bin.070	0.953	0.04	0.073	0.34	0.953	dsDNAphage	9982.0	0.0	4.5	0.0	|full
5562	NODE_5563_length_11776_cov_6.351335	11776	9.9945	9.9945	11.5732	bin.070	58.0							Bacteria?					
5565	NODE_5566_length_11771_cov_4.346449	11771	6.50116	6.50116	6.98531	bin.070	61.0							Bacteria?					
5567	NODE_5568_length_11770_cov_4.742125	11770	7.17582	7.17582	7.05784	bin.070	61.0							Bacteria?					
5580	NODE_5581_length_11758_cov_6.529522	11758	9.84519	9.84519	10.9695	bin.070	56.0							Bacteria?					
5590	NODE_5591_length_11742_cov_5.158039	11742	8.39527	8.39527	11.0043	bin.070	55.0							Bacteria?					
5595	NODE_5596_length_11734_cov_6.615207	11734	10.5096	10.5096	11.8266	bin.070	57.0							Bacteria?					
5598	NODE_5599_length_11733_cov_4.421733	11733	7.02486	7.02486	5.60923	bin.070	60.0							Bacteria?					
5599	NODE_5600_length_11731_cov_3.884635	11731	5.98739	5.98739	6.61446	bin.070	58.0							Bacteria?					
5603	NODE_5604_length_11728_cov_5.521460	11728	7.80368	7.80368	14.0811	bin.070	60.0							Bacteria?					
5617	NODE_5618_length_11707_cov_6.097065	11707	9.26997	9.26997	24.6871	bin.070	56.0							Bacteria?					
5621	NODE_5622_length_11701_cov_4.479306	11701	7.09575	7.09575	7.9902	bin.070	61.0							Bacteria?					
5628	NODE_5629_length_11688_cov_5.609129	11688	8.4519	8.4519	19.1843	bin.070	59.0							Bacteria?					
5631	NODE_5632_length_11685_cov_3.515047	11685	5.48799	5.48799	8.12386	bin.070	54.0							Bacteria?					
5633	NODE_5634_length_11681_cov_3.205746	11681	4.99358	4.99358	5.1427	bin.070	61.0							Bacteria?					
5634	NODE_5635_length_11680_cov_4.257978	11680	6.81578	6.81578	7.5515	bin.070	60.0							Bacteria?					
5636	NODE_5637_length_11678_cov_6.840231	11678	10.7561	10.7561	12.9894	bin.070	56.0							Bacteria?					
5639	NODE_5640_length_11674_cov_5.001721	11674	7.82905	7.82905	9.68583	bin.070	54.0							Bacteria?					
5650	NODE_5651_length_11663_cov_4.042040	11663	6.618	6.618	8.75612	bin.070	57.0							Bacteria?					
5651	NODE_5652_length_11661_cov_4.186111	11661	6.67396	6.67396	10.1809	bin.070	58.0							Bacteria?					
5653	NODE_5654_length_11659_cov_5.762927	11659	9.07942	9.07942	10.1907	bin.070	55.0							Bacteria?					
5659	NODE_5660_length_11656_cov_4.514869	11656	6.76143	6.76143	10.3472	bin.070	58.0							Bacteria?					
5668	NODE_5669_length_11650_cov_4.857784	11650	7.57313	7.57313	9.62686	bin.070	57.0							Bacteria?					
5672	NODE_5673_length_11644_cov_7.275779	11644	10.7681	10.7681	13.2763	bin.070	57.0							Bacteria?					
5685	NODE_5686_length_11625_cov_4.093345	11625	6.55878	6.55878	7.64348	bin.070	60.0							Bacteria?					
5686	NODE_5687_length_11624_cov_5.143141	11624	8.01098	8.01098	10.97	bin.070	57.0							Bacteria?					
5690	NODE_5691_length_11622_cov_3.075300	11622	4.91902	4.91902	4.06081	bin.070	56.0							Bacteria?					
5691	NODE_5692_length_11621_cov_5.409303	11621	8.66123	8.66123	13.1159	bin.070	56.0							Bacteria?					
5692	NODE_5693_length_11621_cov_4.625108	11621	7.23302	7.23302	10.0131	bin.070	56.0							Bacteria?					
5695	NODE_5696_length_11618_cov_4.953905	11618	7.64955	7.64955	9.69438	bin.070	54.0	bin.070	0.12	0.0	0.02	0.773	0.773	NCLDV	11126.0	0.0	9.1	0.0	|full
5701	NODE_5702_length_11613_cov_5.075792	11613	7.99058	7.99058	14.4576	bin.070	59.0							Bacteria?					
5705	NODE_5706_length_11611_cov_3.077795	11611	5.04249	5.04249	4.41604	bin.070	60.0							Bacteria?					
5706	NODE_5707_length_11608_cov_5.959751	11608	9.28094	9.28094	14.7073	bin.070	56.0							Bacteria?					
5714	NODE_5715_length_11604_cov_3.600571	11604	5.8026	5.8026	6.24042	bin.070	58.0							Bacteria?					
5719	NODE_5720_length_11599_cov_8.468555	11599	11.3729	11.3729	15.1134	bin.070	57.0							Bacteria?					
5724	NODE_5725_length_11596_cov_8.109176	11596	11.6637	11.6637	12.4309	bin.070	58.0							Bacteria?					
5735	NODE_5736_length_11578_cov_8.165148	11578	12.5792	12.5792	13.6576	bin.070	58.0							Bacteria?					
5741	NODE_5742_length_11571_cov_6.269451	11571	9.47544	9.47544	9.80582	bin.070	60.0							Bacteria?					
5744	NODE_5745_length_11564_cov_4.195499	11564	6.48537	6.48537	6.88644	bin.070	59.0							Bacteria?					
5751	NODE_5752_length_11561_cov_4.343560	11561	6.78372	6.78372	9.0893	bin.070	59.0							Bacteria?					
5753	NODE_5754_length_11558_cov_4.075632	11558	6.34809	6.34809	6.24042	bin.070	55.0							Bacteria?					
5755	NODE_5756_length_11557_cov_6.865241	11557	10.5762	10.5762	14.0255	bin.070	59.0							Bacteria?					
5757	NODE_5758_length_11552_cov_5.474124	11552	8.14813	8.14813	9.8437	bin.070	59.0							Bacteria?					
5760	NODE_5761_length_11546_cov_5.202506	11546	7.86522	7.86522	21.8551	bin.070	61.0							Bacteria?					
5765	NODE_5766_length_11540_cov_3.835089	11540	6.13828	6.13828	8.83463	bin.070	58.0							Bacteria?					
5786	NODE_5787_length_11514_cov_4.020857	11514	6.42362	6.42362	7.90864	bin.070	56.0							Bacteria?					
5788	NODE_5789_length_11509_cov_5.414440	11509	8.46932	8.46932	10.3123	bin.070	59.0							Bacteria?					
5791	NODE_5792_length_11502_cov_4.337119	11502	6.89826	6.89826	7.2641	bin.070	58.0							Bacteria?					
5794	NODE_5795_length_11500_cov_7.361730	11500	11.13	11.13	18.8078	bin.070	59.0							Bacteria?					
5795	NODE_5796_length_11500_cov_5.011708	11500	7.72608	7.72608	10.035	bin.070	60.0							Bacteria?					
5804	NODE_5805_length_11492_cov_5.319489	11492	8.37463	8.37463	11.963	bin.070	57.0							Bacteria?					
5819	NODE_5820_length_11479_cov_6.821691	11479	9.52944	9.52944	10.5242	bin.070	57.0							Bacteria?					
5827	NODE_5828_length_11474_cov_3.588756	11474	5.73808	5.73808	7.03163	bin.070	58.0							Bacteria?					
5848	NODE_5849_length_11454_cov_4.606544	11454	6.3842	6.3842	24.3175	bin.070	58.0							Bacteria?					
5864	NODE_5865_length_11432_cov_4.252000	11432	6.76884	6.76884	7.30975	bin.070	55.0							Bacteria?					
5870	NODE_5871_length_11428_cov_4.283918	11428	6.39129	6.39129	5.10653	bin.070	58.0							Bacteria?					
5875	NODE_5876_length_11420_cov_5.511307	11420	8.72964	8.72964	12.1404	bin.070	56.0							Bacteria?					
5877	NODE_5878_length_11419_cov_6.053150	11419	9.70592	9.70592	15.6824	bin.070	57.0							Bacteria?					
5880	NODE_5881_length_11418_cov_4.089501	11418	6.16667	6.16667	6.26573	bin.070	60.0							Bacteria?					
5881	NODE_5882_length_11417_cov_4.004489	11417	6.14201	6.14201	6.21074	bin.070	61.0							Bacteria?					
5887	NODE_5888_length_11413_cov_3.493485	11413	5.7672	5.7672	6.91002	bin.070	57.0							Bacteria?					
5890	NODE_5891_length_11408_cov_7.521977	11408	11.2166	11.2166	24.2574	bin.070	56.0							Bacteria?					
5892	NODE_5893_length_11407_cov_3.875705	11407	6.01874	6.01874	5.82583	bin.070	58.0							Bacteria?					
5893	NODE_5894_length_11405_cov_3.407313	11405	5.5809	5.5809	5.96692	bin.070	56.0							Bacteria?					
5900	NODE_5901_length_11398_cov_4.205766	11398	6.60669	6.60669	9.34838	bin.070	59.0							Bacteria?					
5906	NODE_5907_length_11382_cov_5.143374	11382	8.38435	8.38435	12.3356	bin.070	59.0							Bacteria?					
5913	NODE_5914_length_11373_cov_3.962184	11373	6.23978	6.23978	7.15569	bin.070	58.0							Bacteria?					
5915	NODE_5916_length_11371_cov_5.078915	11371	8.18323	8.18323	13.6148	bin.070	58.0							Bacteria?					
5922	NODE_5923_length_11365_cov_4.959593	11365	7.15337	7.15337	9.40162	bin.070	57.0							Bacteria?					
5925	NODE_5926_length_11362_cov_4.109755	11362	6.29656	6.29656	7.06908	bin.070	54.0	bin.070	0.513	0.0	0.047	0.753	0.753	NCLDV	11362.0	0.0	33.3	0.0	|full
5926	NODE_5927_length_11361_cov_6.330444	11361	10.0641	10.0641	10.4782	bin.070	57.0							Bacteria?					
5928	NODE_5929_length_11359_cov_3.239827	11359	5.12419	5.12419	7.47857	bin.070	63.0							Bacteria?					
5937	NODE_5938_length_11352_cov_5.107905	11352	8.09534	8.09534	12.136	bin.070	56.0							Bacteria?					
5940	NODE_5941_length_11351_cov_4.183251	11351	6.55915	6.55915	5.7931	bin.070	53.0							Bacteria?					
5947	NODE_5948_length_11341_cov_5.204058	11341	7.75856	7.75856	11.2335	bin.070	56.0							Bacteria?					
5953	NODE_5954_length_11336_cov_5.597376	11336	9.05793	9.05793	10.2152	bin.070	57.0							Bacteria?					
5954	NODE_5955_length_11335_cov_6.037677	11335	9.38954	9.38954	10.3883	bin.070	55.0							Bacteria?					
5957	NODE_5958_length_11331_cov_5.933221	11331	8.79823	8.79823	9.79888	bin.070	54.0							Bacteria?					
5973	NODE_5974_length_11318_cov_5.089497	11318	8.01433	8.01433	10.4293	bin.070	58.0	bin.070	0.893	0.007	0.033	0.16	0.893	dsDNAphage	11268.0	0.0	9.5	0.0	|full
5974	NODE_5975_length_11318_cov_4.830596	11318	7.91467	7.91467	9.63853	bin.070	58.0							Bacteria?					
5976	NODE_5977_length_11316_cov_4.044756	11316	6.46015	6.46015	6.24611	bin.070	57.0							Bacteria?					
5984	NODE_5985_length_11307_cov_5.339940	11307	8.06857	8.06857	11.5576	bin.070	58.0							Bacteria?					
5991	NODE_5992_length_11296_cov_4.690508	11296	7.40355	7.40355	8.3392	bin.070	58.0							Bacteria?					
5993	NODE_5994_length_11292_cov_7.062027	11292	10.735	10.735	14.6487	bin.070	60.0							Bacteria?					
5999	NODE_6000_length_11285_cov_3.647907	11285	5.87185	5.87185	6.18588	bin.070	57.0							Bacteria?					
6005	NODE_6006_length_11278_cov_4.238439	11278	6.63444	6.63444	8.33037	bin.070	52.0	bin.070	0.82	0.207	0.78	0.26	0.82	dsDNAphage	11276.0	0.0	30.0	0.0	|full
6011	NODE_6012_length_11273_cov_4.004725	11273	6.18511	6.18511	9.9691	bin.070	59.0							Bacteria?					
6012	NODE_6013_length_11272_cov_5.555764	11272	8.60538	8.60538	10.6581	bin.070	56.0							Bacteria?					
6013	NODE_6014_length_11272_cov_4.988945	11272	7.66004	7.66004	10.3797	bin.070	59.0							Bacteria?					
6025	NODE_6026_length_11260_cov_4.487282	11260	7.01998	7.01998	7.88216	bin.070	58.0							Bacteria?					
6026	NODE_6027_length_11260_cov_3.725926	11260	5.93159	5.93159	7.28037	bin.070	55.0							Bacteria?					
6032	NODE_6033_length_11251_cov_5.694712	11251	8.43951	8.43951	12.8439	bin.070	58.0							Bacteria?					
6036	NODE_6037_length_11247_cov_6.823356	11247	10.6647	10.6647	11.4517	bin.070	58.0							Bacteria?					
6047	NODE_6048_length_11238_cov_7.632836	11238	11.75	11.75	14.4971	bin.070	57.0							Bacteria?					
6055	NODE_6056_length_11226_cov_2.868230	11226	4.70134	4.70134	4.98849	bin.070	61.0							Bacteria?					
6056	NODE_6057_length_11225_cov_4.976365	11225	7.45562	7.45562	8.23136	bin.070	59.0							Bacteria?					
6064	NODE_6065_length_11216_cov_5.338321	11216	8.2767	8.2767	8.47612	bin.070	57.0							Bacteria?					
6068	NODE_6069_length_11214_cov_4.312483	11214	6.85891	6.85891	7.89404	bin.070	53.0							Bacteria?					
6084	NODE_6085_length_11197_cov_7.355771	11197	10.3493	10.3493	9.00219	bin.070	58.0							Bacteria?					
6087	NODE_6088_length_11194_cov_8.866505	11194	13.6349	13.6349	19.9218	bin.070	57.0							Bacteria?					
6099	NODE_6100_length_11186_cov_4.449645	11186	6.93077	6.93077	10.6721	bin.070	61.0							Bacteria?					
6101	NODE_6102_length_11183_cov_4.623652	11183	7.31043	7.31043	10.9297	bin.070	55.0							Bacteria?					
6113	NODE_6114_length_11174_cov_4.903588	11174	7.68714	7.68714	8.16912	bin.070	57.0							Bacteria?					
6115	NODE_6116_length_11172_cov_5.624089	11172	9.20559	9.20559	9.25079	bin.070	57.0							Bacteria?					
6123	NODE_6124_length_11167_cov_5.559305	11167	7.98747	7.98747	13.7025	bin.070	57.0							Bacteria?					
6127	NODE_6128_length_11167_cov_3.512329	11167	5.63447	5.63447	6.14743	bin.070	58.0							Bacteria?					
6130	NODE_6131_length_11164_cov_4.250428	11164	6.57708	6.57708	6.40752	bin.070	58.0							Bacteria?					
6136	NODE_6137_length_11158_cov_6.995497	11158	10.9746	10.9746	17.0934	bin.070	59.0							Bacteria?					
6141	NODE_6142_length_11155_cov_8.950631	11155	11.5164	11.5164	23.3867	bin.070	58.0							Bacteria?					
6165	NODE_6166_length_11134_cov_4.153985	11134	6.50646	6.50646	8.02235	bin.070	56.0							Bacteria?					
6171	NODE_6172_length_11128_cov_3.741895	11128	5.76253	5.76253	5.02313	bin.070	58.0							Bacteria?					
6174	NODE_6175_length_11122_cov_6.006867	11122	9.1194	9.1194	19.2518	bin.070	59.0							Bacteria?					
6180	NODE_6181_length_11119_cov_3.742860	11119	5.97055	5.97055	5.52649	bin.070	56.0	bin.070	0.767	0.153	0.233	0.56	0.767	dsDNAphage	10988.0	0.0	25.0	0.0	|full
6192	NODE_6193_length_11104_cov_10.019097	11104	12.1952	12.1952	16.9128	bin.070	58.0							Bacteria?					
6194	NODE_6195_length_11100_cov_5.518968	11100	8.76466	8.76466	13.4135	bin.070	58.0							Bacteria?					
6195	NODE_6196_length_11099_cov_3.571170	11099	5.60161	5.60161	7.16662	bin.070	58.0							Bacteria?					
6198	NODE_6199_length_11096_cov_3.456933	11096	5.44829	5.44829	5.69626	bin.070	61.0							Bacteria?					
6207	NODE_6208_length_11087_cov_4.255711	11087	6.27393	6.27393	9.07556	bin.070	59.0							Bacteria?					
6211	NODE_6212_length_11083_cov_4.429906	11083	6.83463	6.83463	9.60697	bin.070	58.0							Bacteria?					
6222	NODE_6223_length_11072_cov_5.212762	11072	8.24391	8.24391	9.49442	bin.070	57.0							Bacteria?					
6223	NODE_6224_length_11071_cov_7.723312	11071	11.7525	11.7525	13.4167	bin.070	58.0							Bacteria?					
6230	NODE_6231_length_11063_cov_6.244549	11063	9.81169	9.81169	12.8547	bin.070	57.0							Bacteria?					
6232	NODE_6233_length_11062_cov_4.278550	11062	6.63691	6.63691	7.31093	bin.070	57.0							Bacteria?					
6233	NODE_6234_length_11061_cov_4.902871	11061	7.64247	7.64247	8.60989	bin.070	58.0							Bacteria?					
6235	NODE_6236_length_11058_cov_3.137144	11058	4.98698	4.98698	5.19109	bin.070	57.0							Bacteria?					
6246	NODE_6247_length_11043_cov_4.926556	11043	7.29202	7.29202	8.29423	bin.070	59.0							Bacteria?					
6255	NODE_6256_length_11039_cov_3.748725	11039	5.39113	5.39113	4.67919	bin.070	57.0							Bacteria?					
6263	NODE_6264_length_11030_cov_7.360638	11030	10.2247	10.2247	15.7561	bin.070	57.0							Bacteria?					
6265	NODE_6266_length_11028_cov_5.067894	11028	8.11362	8.11362	6.83209	bin.070	62.0							Bacteria?					
6268	NODE_6269_length_11027_cov_4.855086	11027	7.73936	7.73936	8.92382	bin.070	57.0							Bacteria?					
6276	NODE_6277_length_11021_cov_7.541036	11021	11.5196	11.5196	16.7875	bin.070	55.0							Bacteria?					
6284	NODE_6285_length_11013_cov_5.386019	11013	8.49296	8.49296	10.2771	bin.070	56.0							Bacteria?					
6290	NODE_6291_length_11008_cov_4.931617	11008	7.80227	7.80227	9.52958	bin.070	55.0							Bacteria?					
