	seqname	contigLen	totalAvgDepth	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
7852	NODE_7853_length_12375_cov_10.131737	12375	14.6246	14.6246	43.5352	bin.056	60.0							Bacteria?					
7894	NODE_7895_length_12323_cov_6.710303	12323	10.3998	10.3998	28.6722	bin.056	61.0							Bacteria?					
7918	NODE_7919_length_12288_cov_8.633205	12288	12.8065	12.8065	20.2767	bin.056	61.0							Bacteria?					
7923	NODE_7924_length_12284_cov_10.065745	12284	15.0512	15.0512	20.9279	bin.056	61.0							Bacteria?					
7930	NODE_7931_length_12269_cov_10.130915	12269	15.7053	15.7053	20.1672	bin.056	60.0							Bacteria?					
7981	NODE_7982_length_12227_cov_10.388679	12227	14.3859	14.3859	33.9306	bin.056	58.0							Bacteria?					
7991	NODE_7992_length_12221_cov_8.803962	12221	13.6124	13.6124	19.9219	bin.056	61.0							Bacteria?					
8000	NODE_8001_length_12211_cov_7.631458	12211	11.8115	11.8115	18.3865	bin.056	59.0							Bacteria?					
8083	NODE_8084_length_12123_cov_9.998426	12123	15.3314	15.3314	19.4118	bin.056	59.0							Bacteria?					
8110	NODE_8111_length_12095_cov_7.986047	12095	11.5149	11.5149	17.2611	bin.056	62.0							Bacteria?					
8197	NODE_8198_length_12006_cov_8.349343	12006	12.076	12.076	16.7549	bin.056	61.0							Bacteria?					
8202	NODE_8203_length_12001_cov_8.968776	12001	13.6856	13.6856	19.6685	bin.056	60.0	bin.056	0.54	0.0	0.133	0.087	0.54	dsDNAphage	11999.0	1.0	40.0	20.0	|full
8251	NODE_8252_length_11944_cov_8.690554	11944	13.2394	13.2394	14.3871	bin.056	60.0							Bacteria?					
8291	NODE_8292_length_11899_cov_9.809271	11899	14.6911	14.6911	24.2671	bin.056	58.0							Bacteria?					
8311	NODE_8312_length_11880_cov_8.864524	11880	13.0081	13.0081	18.0232	bin.056	59.0							Bacteria?					
8326	NODE_8327_length_11863_cov_8.236196	11863	12.9501	12.9501	16.7717	bin.056	61.0							Bacteria?					
8331	NODE_8332_length_11861_cov_8.219380	11861	12.7928	12.7928	15.0384	bin.056	61.0							Bacteria?					
8345	NODE_8346_length_11848_cov_9.469346	11848	14.097	14.097	20.5949	bin.056	60.0							Bacteria?					
8431	NODE_8432_length_11777_cov_9.105699	11777	13.7627	13.7627	20.9447	bin.056	59.0							Bacteria?					
8457	NODE_8458_length_11755_cov_9.014872	11755	14.2907	14.2907	18.737	bin.056	60.0							Bacteria?					
8504	NODE_8505_length_11699_cov_8.089832	11699	12.448	12.448	19.394	bin.056	60.0							Bacteria?					
8511	NODE_8512_length_11694_cov_9.156886	11694	14.2147	14.2147	20.4156	bin.056	59.0							Bacteria?					
8520	NODE_8521_length_11683_cov_7.981338	11683	12.1304	12.1304	13.8418	bin.056	60.0							Bacteria?					
8555	NODE_8556_length_11649_cov_9.609022	11649	14.3072	14.3072	18.8468	bin.056	60.0							Bacteria?					
8600	NODE_8601_length_11591_cov_7.984310	11591	11.4986	11.4986	17.5896	bin.056	61.0							Bacteria?					
8616	NODE_8617_length_11576_cov_8.917889	11576	13.1553	13.1553	23.8609	bin.056	58.0							Bacteria?					
8620	NODE_8621_length_11574_cov_9.029082	11574	12.0547	12.0547	26.997	bin.056	58.0							Bacteria?					
8668	NODE_8669_length_11532_cov_8.026662	11532	12.3303	12.3303	14.0022	bin.056	60.0							Bacteria?					
8698	NODE_8699_length_11508_cov_8.150179	11508	11.4878	11.4878	18.4119	bin.056	59.0							Bacteria?					
8717	NODE_8718_length_11494_cov_9.457557	11494	14.4079	14.4079	21.1162	bin.056	59.0							Bacteria?					
8753	NODE_8754_length_11472_cov_9.247526	11472	13.4619	13.4619	25.6705	bin.056	60.0							Bacteria?					
8887	NODE_8888_length_11379_cov_7.347139	11379	11.26	11.26	15.8233	bin.056	61.0							Bacteria?					
8894	NODE_8895_length_11375_cov_9.701237	11375	13.2622	13.2622	24.477	bin.056	60.0							Bacteria?					
8918	NODE_8919_length_11356_cov_7.881780	11356	11.6914	11.6914	24.4511	bin.056	61.0							Bacteria?					
8934	NODE_8935_length_11338_cov_8.408048	11338	12.8648	12.8648	16.8862	bin.056	60.0							Bacteria?					
9020	NODE_9021_length_11247_cov_8.828270	11247	12.8528	12.8528	17.9299	bin.056	60.0							Bacteria?					
9027	NODE_9028_length_11242_cov_9.114955	11242	14.2754	14.2754	18.2327	bin.056	60.0	bin.056	0.24	0.0	0.42	0.533	0.533	NCLDV	11240.0	0.0	14.3	0.0	|full
9042	NODE_9043_length_11223_cov_7.534563	11223	11.8688	11.8688	13.311	bin.056	61.0							Bacteria?					
9055	NODE_9056_length_11208_cov_9.682955	11208	14.0765	14.0765	16.8894	bin.056	58.0							Bacteria?					
9060	NODE_9061_length_11204_cov_8.872814	11204	12.7953	12.7953	22.8194	bin.056	60.0							Bacteria?					
9084	NODE_9085_length_11184_cov_7.592686	11184	11.8786	11.8786	16.4832	bin.056	60.0							Bacteria?					
9164	NODE_9165_length_11109_cov_7.275918	11109	11.2821	11.2821	14.8692	bin.056	61.0							Bacteria?					
9192	NODE_9193_length_11083_cov_8.343399	11083	12.0082	12.0082	20.2736	bin.056	60.0							Bacteria?					
9243	NODE_9244_length_11036_cov_9.056552	11036	13.8854	13.8854	18.7886	bin.056	62.0							Bacteria?					
9297	NODE_9298_length_10998_cov_9.322306	10998	14.056	14.056	19.341	bin.056	59.0							Bacteria?					
9330	NODE_9331_length_10971_cov_7.191004	10971	10.529	10.529	20.5599	bin.056	61.0							Bacteria?					
9418	NODE_9419_length_10913_cov_7.978449	10913	11.9399	11.9399	22.153	bin.056	61.0							Bacteria?					
9423	NODE_9424_length_10909_cov_7.665008	10909	11.7411	11.7411	15.0872	bin.056	60.0							Bacteria?					
9459	NODE_9460_length_10882_cov_8.390043	10882	11.9293	11.9293	17.8267	bin.056	59.0							Bacteria?					
9478	NODE_9479_length_10872_cov_7.322086	10872	11.3258	11.3258	27.8244	bin.056	60.0							Bacteria?					
9509	NODE_9510_length_10849_cov_8.795812	10849	13.4471	13.4471	25.0641	bin.056	62.0							Bacteria?					
9512	NODE_9513_length_10844_cov_8.798591	10844	13.4706	13.4706	13.0985	bin.056	59.0	bin.056	0.087	0.013	0.44	0.633	0.633	NCLDV	10842.0	0.0	28.6	0.0	|full
9541	NODE_9542_length_10822_cov_9.185288	10822	13.8587	13.8587	19.7614	bin.056	60.0							Bacteria?					
9555	NODE_9556_length_10811_cov_6.646058	10811	10.4112	10.4112	13.1444	bin.056	61.0							Bacteria?					
9586	NODE_9587_length_10784_cov_8.721689	10784	12.6001	12.6001	16.4534	bin.056	60.0							Bacteria?					
9622	NODE_9623_length_10756_cov_9.222409	10756	13.2485	13.2485	27.1811	bin.056	62.0							Bacteria?					
9701	NODE_9702_length_10693_cov_10.245629	10693	14.7281	14.7281	25.004	bin.056	58.0							Bacteria?					
9702	NODE_9703_length_10693_cov_9.538823	10693	12.5683	12.5683	23.5009	bin.056	59.0							Bacteria?					
9709	NODE_9710_length_10690_cov_8.278702	10690	12.8334	12.8334	20.5089	bin.056	60.0							Bacteria?					
9732	NODE_9733_length_10675_cov_9.509040	10675	14.8308	14.8308	24.3498	bin.056	60.0							Bacteria?					
9781	NODE_9782_length_10635_cov_8.306522	10635	12.7645	12.7645	17.0397	bin.056	61.0							Bacteria?					
9810	NODE_9811_length_10616_cov_8.399773	10616	12.6939	12.6939	21.7459	bin.056	60.0							Bacteria?					
9858	NODE_9859_length_10584_cov_10.028588	10584	15.6905	15.6905	22.4708	bin.056	59.0							Bacteria?					
9891	NODE_9892_length_10561_cov_8.928993	10561	12.9567	12.9567	17.5551	bin.056	60.0							Bacteria?					
9940	NODE_9941_length_10513_cov_8.827596	10513	12.2951	12.2951	21.7896	bin.056	59.0							Bacteria?					
9946	NODE_9947_length_10504_cov_9.067662	10504	14.1842	14.1842	17.0727	bin.056	60.0							Bacteria?					
9956	NODE_9957_length_10498_cov_8.838456	10498	13.4468	13.4468	13.0061	bin.056	60.0							Bacteria?					
9981	NODE_9982_length_10477_cov_9.765592	10477	13.5842	13.5842	31.3405	bin.056	59.0							Bacteria?					
10013	NODE_10014_length_10456_cov_7.138256	10456	10.1411	10.1411	8.89904	bin.056	61.0							Bacteria?					
10027	NODE_10028_length_10449_cov_8.756494	10449	12.7615	12.7615	12.5272	bin.056	60.0							Bacteria?					
10030	NODE_10031_length_10448_cov_9.353892	10448	14.0473	14.0473	19.403	bin.056	60.0							Bacteria?					
10145	NODE_10146_length_10357_cov_8.959425	10357	13.9706	13.9706	15.5513	bin.056	60.0							Bacteria?					
10174	NODE_10175_length_10333_cov_8.182428	10333	12.7287	12.7287	19.0085	bin.056	60.0							Bacteria?					
10208	NODE_10209_length_10312_cov_7.470215	10312	11.4997	11.4997	14.5112	bin.056	61.0							Bacteria?					
10242	NODE_10243_length_10291_cov_8.326299	10291	12.5547	12.5547	18.5928	bin.056	61.0							Bacteria?					
10321	NODE_10322_length_10234_cov_9.800472	10234	14.4323	14.4323	24.8163	bin.056	62.0							Bacteria?					
10395	NODE_10396_length_10184_cov_8.573008	10184	11.9706	11.9706	22.6157	bin.056	63.0							Bacteria?					
10401	NODE_10402_length_10178_cov_8.164872	10178	12.4771	12.4771	19.0496	bin.056	59.0							Bacteria?					
10406	NODE_10407_length_10176_cov_8.032902	10176	11.9049	11.9049	20.9249	bin.056	61.0							Bacteria?					
10462	NODE_10463_length_10144_cov_10.237685	10144	13.9133	13.9133	20.4541	bin.056	61.0							Bacteria?					
10580	NODE_10581_length_10064_cov_8.325607	10064	12.9506	12.9506	20.7922	bin.056	62.0							Bacteria?					
10588	NODE_10589_length_10058_cov_8.611017	10058	12.9249	12.9249	23.9654	bin.056	59.0							Bacteria?					
10640	NODE_10641_length_10025_cov_8.337212	10025	11.5759	11.5759	22.3099	bin.056	59.0							Bacteria?					
10674	NODE_10675_length_9998_cov_9.415870	9998	14.4781	14.4781	27.4109	bin.056	60.0							Bacteria?					
10705	NODE_10706_length_9974_cov_8.180159	9974	12.1136	12.1136	21.0601	bin.056	60.0							Bacteria?					
10820	NODE_10821_length_9896_cov_9.043593	9896	13.3619	13.3619	19.0254	bin.056	60.0							Bacteria?					
10847	NODE_10848_length_9881_cov_8.138408	9881	12.2182	12.2182	22.0037	bin.056	61.0							Bacteria?					
10865	NODE_10866_length_9869_cov_8.828001	9869	13.6473	13.6473	22.5399	bin.056	61.0							Bacteria?					
10881	NODE_10882_length_9855_cov_9.092653	9855	13.9099	13.9099	22.5563	bin.056	62.0							Bacteria?					
10891	NODE_10892_length_9851_cov_9.230502	9851	13.9563	13.9563	21.8595	bin.056	59.0							Bacteria?					
11060	NODE_11061_length_9731_cov_8.881046	9731	13.1567	13.1567	18.7619	bin.056	61.0							Bacteria?					
11098	NODE_11099_length_9710_cov_7.973589	9710	11.5358	11.5358	19.1133	bin.056	60.0							Bacteria?					
11150	NODE_11151_length_9677_cov_9.135731	9677	14.1799	14.1799	25.7311	bin.056	60.0							Bacteria?					
11211	NODE_11212_length_9638_cov_8.269435	9638	13.1327	13.1327	20.7131	bin.056	59.0							Bacteria?					
11226	NODE_11227_length_9630_cov_7.334935	9630	11.3555	11.3555	10.5094	bin.056	61.0							Bacteria?					
11284	NODE_11285_length_9594_cov_8.032708	9594	10.7592	10.7592	16.9921	bin.056	59.0							Bacteria?					
11301	NODE_11302_length_9585_cov_8.586988	9585	12.6536	12.6536	19.9398	bin.056	61.0							Bacteria?					
11319	NODE_11320_length_9573_cov_9.570078	9573	14.1564	14.1564	33.3733	bin.056	61.0							Bacteria?					
11419	NODE_11420_length_9518_cov_9.000317	9518	13.0205	13.0205	27.596	bin.056	59.0							Bacteria?					
11422	NODE_11423_length_9517_cov_9.725111	9517	14.7209	14.7209	20.7016	bin.056	65.0							Bacteria?					
11436	NODE_11437_length_9507_cov_8.061257	9507	12.2396	12.2396	18.6758	bin.056	60.0							Bacteria?					
11526	NODE_11527_length_9455_cov_10.454149	9455	15.3419	15.3419	27.7954	bin.056	59.0							Bacteria?					
11559	NODE_11560_length_9439_cov_8.818627	9439	12.5559	12.5559	15.295	bin.056	61.0							Bacteria?					
11570	NODE_11571_length_9434_cov_6.930803	9434	10.9407	10.9407	13.8224	bin.056	61.0							Bacteria?					
11576	NODE_11577_length_9432_cov_8.554762	9432	13.0665	13.0665	14.8786	bin.056	61.0							Bacteria?					
11594	NODE_11595_length_9420_cov_10.723438	9420	15.5607	15.5607	31.3119	bin.056	60.0	bin.056	0.493	0.0	0.007	0.547	0.547	NCLDV	8736.0	0.0	40.0	20.0	|full
11652	NODE_11653_length_9381_cov_9.293266	9381	13.1148	13.1148	16.8086	bin.056	60.0							Bacteria?					
11677	NODE_11678_length_9369_cov_8.826712	9369	13.7316	13.7316	12.7539	bin.056	61.0							Bacteria?					
11692	NODE_11693_length_9362_cov_8.077146	9362	12.7065	12.7065	19.5589	bin.056	61.0							Bacteria?					
11806	NODE_11807_length_9290_cov_7.979643	9290	12.49	12.49	14.6975	bin.056	61.0							Bacteria?					
11817	NODE_11818_length_9283_cov_9.135457	9283	13.5273	13.5273	30.7001	bin.056	60.0							Bacteria?					
11974	NODE_11975_length_9191_cov_5.389667	9191	8.38901	8.38901	12.0746	bin.056	61.0							Bacteria?					
11998	NODE_11999_length_9176_cov_8.514637	9176	12.6734	12.6734	20.907	bin.056	60.0							Bacteria?					
12189	NODE_12190_length_9071_cov_9.584516	9071	14.041	14.041	36.2188	bin.056	59.0							Bacteria?					
12211	NODE_12212_length_9056_cov_10.491168	9056	14.383	14.383	23.2498	bin.056	60.0							Bacteria?					
12254	NODE_12255_length_9034_cov_9.926161	9034	13.1302	13.1302	18.893	bin.056	60.0							Bacteria?					
12508	NODE_12509_length_8893_cov_7.575356	8893	11.3517	11.3517	21.6999	bin.056	61.0							Bacteria?					
12518	NODE_12519_length_8886_cov_7.980750	8886	11.9068	11.9068	19.4306	bin.056	61.0							Bacteria?					
12554	NODE_12555_length_8868_cov_9.554976	8868	13.9953	13.9953	18.9062	bin.056	60.0							Bacteria?					
12557	NODE_12558_length_8867_cov_9.875397	8867	15.146	15.146	28.4657	bin.056	59.0							Bacteria?					
12558	NODE_12559_length_8867_cov_9.633227	8867	14.1747	14.1747	27.3692	bin.056	59.0							Bacteria?					
12586	NODE_12587_length_8850_cov_9.657078	8850	14.4407	14.4407	25.0373	bin.056	60.0							Bacteria?					
12597	NODE_12598_length_8846_cov_10.767148	8846	16.4226	16.4226	28.0483	bin.056	58.0							Bacteria?					
12623	NODE_12624_length_8830_cov_9.985983	8830	13.2937	13.2937	25.3737	bin.056	58.0							Bacteria?					
12671	NODE_12672_length_8809_cov_8.109207	8809	12.9283	12.9283	14.8546	bin.056	61.0							Bacteria?					
12827	NODE_12828_length_8729_cov_8.697833	8729	12.5286	12.5286	28.2027	bin.056	59.0							Bacteria?					
12910	NODE_12911_length_8693_cov_8.611253	8693	12.8869	12.8869	20.6982	bin.056	60.0							Bacteria?					
12926	NODE_12927_length_8685_cov_10.648552	8685	15.4028	15.4028	21.3466	bin.056	60.0							Bacteria?					
12965	NODE_12966_length_8665_cov_11.443786	8665	16.9434	16.9434	32.4856	bin.056	58.0							Bacteria?					
12967	NODE_12968_length_8664_cov_8.541062	8664	12.8465	12.8465	24.797	bin.056	60.0							Bacteria?					
13051	NODE_13052_length_8628_cov_9.046541	8628	12.964	12.964	20.3563	bin.056	61.0							Bacteria?					
13158	NODE_13159_length_8582_cov_8.849654	8582	12.4412	12.4412	28.5097	bin.056	59.0							Bacteria?					
13234	NODE_13235_length_8546_cov_8.368272	8546	11.372	11.372	13.6082	bin.056	61.0							Bacteria?					
13295	NODE_13296_length_8519_cov_9.027174	8519	13.1067	13.1067	21.6121	bin.056	60.0							Bacteria?					
13441	NODE_13442_length_8459_cov_5.004641	8459	7.91684	7.91684	10.4285	bin.056	60.0							Bacteria?					
13451	NODE_13452_length_8456_cov_7.695751	8456	11.9634	11.9634	15.8817	bin.056	60.0							Bacteria?					
13474	NODE_13475_length_8441_cov_6.963153	8441	9.81088	9.81088	11.3946	bin.056	63.0							Bacteria?					
13501	NODE_13502_length_8429_cov_8.926678	8429	13.0913	13.0913	18.3265	bin.056	60.0							Bacteria?					
13593	NODE_13594_length_8383_cov_10.120917	8383	12.9594	12.9594	33.2199	bin.056	62.0							Bacteria?					
13614	NODE_13615_length_8371_cov_9.112915	8371	13.9679	13.9679	21.7465	bin.056	60.0							Bacteria?					
13691	NODE_13692_length_8336_cov_8.414080	8336	12.7463	12.7463	17.0257	bin.056	62.0							Bacteria?					
13712	NODE_13713_length_8329_cov_9.343606	8329	14.9687	14.9687	20.7937	bin.056	62.0							Bacteria?					
13729	NODE_13730_length_8323_cov_8.343493	8323	11.894	11.894	26.0194	bin.056	61.0							Bacteria?					
13808	NODE_13809_length_8289_cov_7.160068	8289	10.4276	10.4276	21.2294	bin.056	59.0							Bacteria?					
13893	NODE_13894_length_8255_cov_8.585366	8255	13.0128	13.0128	13.6996	bin.056	61.0							Bacteria?					
13991	NODE_13992_length_8210_cov_9.504108	8210	14.7036	14.7036	18.7357	bin.056	60.0							Bacteria?					
14021	NODE_14022_length_8199_cov_8.648698	8199	13.2777	13.2777	16.6027	bin.056	59.0							Bacteria?					
14042	NODE_14043_length_8190_cov_9.990781	8190	14.98	14.98	22.3135	bin.056	59.0							Bacteria?					
14088	NODE_14089_length_8167_cov_11.552761	8167	16.9122	16.9122	43.0566	bin.056	59.0							Bacteria?					
14132	NODE_14133_length_8149_cov_8.982333	8149	14.1374	14.1374	20.3067	bin.056	58.0							Bacteria?					
14155	NODE_14156_length_8136_cov_8.124490	8136	12.1062	12.1062	13.4909	bin.056	61.0							Bacteria?					
14223	NODE_14224_length_8115_cov_7.877171	8115	11.9303	11.9303	15.8091	bin.056	59.0							Bacteria?					
14271	NODE_14272_length_8098_cov_9.546687	8098	14.748	14.748	26.4904	bin.056	59.0							Bacteria?					
14290	NODE_14291_length_8093_cov_7.567679	8093	11.6955	11.6955	17.8167	bin.056	63.0							Bacteria?					
14325	NODE_14326_length_8079_cov_7.934945	8079	11.2468	11.2468	12.3367	bin.056	61.0							Bacteria?					
14370	NODE_14371_length_8059_cov_7.407046	8059	10.5773	10.5773	12.6636	bin.056	62.0							Bacteria?					
14414	NODE_14415_length_8042_cov_8.510079	8042	13.2321	13.2321	19.0776	bin.056	61.0							Bacteria?					
14418	NODE_14419_length_8041_cov_9.495242	8041	12.8378	12.8378	25.0065	bin.056	63.0							Bacteria?					
14493	NODE_14494_length_8011_cov_9.063223	8011	13.9696	13.9696	24.1967	bin.056	61.0							Bacteria?					
14494	NODE_14495_length_8011_cov_8.582328	8011	13.4286	13.4286	20.1675	bin.056	61.0							Bacteria?					
14528	NODE_14529_length_7994_cov_8.919133	7994	13.295	13.295	24.3115	bin.056	60.0							Bacteria?					
14605	NODE_14606_length_7964_cov_8.760400	7964	12.8849	12.8849	21.7683	bin.056	60.0							Bacteria?					
14629	NODE_14630_length_7955_cov_8.437975	7955	12.9302	12.9302	15.5865	bin.056	61.0							Bacteria?					
14705	NODE_14706_length_7928_cov_7.681824	7928	11.0185	11.0185	12.8047	bin.056	60.0	bin.056	0.067	0.0	0.12	0.64	0.64	NCLDV	7925.0	0.0	28.6	0.0	|full
14719	NODE_14720_length_7919_cov_8.745295	7919	13.0526	13.0526	15.3024	bin.056	59.0							Bacteria?					
14943	NODE_14944_length_7828_cov_8.450405	7828	12.6958	12.6958	14.5538	bin.056	59.0							Bacteria?					
15265	NODE_15266_length_7720_cov_8.635616	7720	12.7219	12.7219	22.2501	bin.056	59.0	bin.056	0.073	0.0	0.527	0.187	0.527	lavidaviridae	7132.0	0.0	20.0	0.0	|full
15369	NODE_15370_length_7680_cov_8.184000	7680	12.2673	12.2673	18.8591	bin.056	60.0							Bacteria?					
15374	NODE_15375_length_7678_cov_8.478945	7678	12.5669	12.5669	19.0784	bin.056	61.0							Bacteria?					
15464	NODE_15465_length_7647_cov_7.939673	7647	11.5878	11.5878	25.7141	bin.056	59.0							Bacteria?					
15469	NODE_15470_length_7646_cov_8.161507	7646	12.4548	12.4548	18.3386	bin.056	62.0							Bacteria?					
15514	NODE_15515_length_7623_cov_8.008985	7623	11.5734	11.5734	15.0328	bin.056	59.0							Bacteria?					
15659	NODE_15660_length_7576_cov_9.797766	7576	14.4165	14.4165	25.9134	bin.056	60.0							Bacteria?					
15694	NODE_15695_length_7566_cov_8.097990	7566	11.945	11.945	23.9204	bin.056	60.0							Bacteria?					
15720	NODE_15721_length_7560_cov_7.754697	7560	11.4752	11.4752	12.9543	bin.056	60.0							Bacteria?					
15781	NODE_15782_length_7537_cov_8.475942	7537	12.7861	12.7861	21.9181	bin.056	59.0							Bacteria?					
15799	NODE_15800_length_7532_cov_9.032232	7532	14.0405	14.0405	20.5367	bin.056	59.0							Bacteria?					
15825	NODE_15826_length_7524_cov_10.344089	7524	14.0468	14.0468	22.2523	bin.056	59.0							Bacteria?					
15884	NODE_15885_length_7506_cov_4.846329	7506	7.54976	7.54976	17.6603	bin.056	62.0							Bacteria?					
16056	NODE_16057_length_7455_cov_8.893243	7455	13.4439	13.4439	22.6968	bin.056	62.0							Bacteria?					
16057	NODE_16058_length_7455_cov_7.869189	7455	11.7102	11.7102	15.3154	bin.056	59.0							Bacteria?					
16085	NODE_16086_length_7446_cov_7.866595	7446	12.1157	12.1157	12.3206	bin.056	60.0							Bacteria?					
16089	NODE_16090_length_7445_cov_8.001624	7445	12.0234	12.0234	19.7526	bin.056	60.0							Bacteria?					
16100	NODE_16101_length_7442_cov_9.885474	7442	14.9495	14.9495	26.9746	bin.056	59.0							Bacteria?					
16189	NODE_16190_length_7414_cov_7.674684	7414	11.8553	11.8553	23.0847	bin.056	60.0							Bacteria?					
16268	NODE_16269_length_7389_cov_9.097627	7389	13.8427	13.8427	23.6978	bin.056	59.0							Bacteria?					
16278	NODE_16279_length_7386_cov_8.934797	7386	12.0517	12.0517	25.7397	bin.056	59.0							Bacteria?					
16413	NODE_16414_length_7345_cov_8.388340	7345	12.1347	12.1347	24.8432	bin.056	60.0							Bacteria?					
16499	NODE_16500_length_7318_cov_9.334848	7318	13.4033	13.4033	14.259	bin.056	61.0							Bacteria?					
16501	NODE_16502_length_7318_cov_8.243563	7318	12.4954	12.4954	21.2788	bin.056	59.0							Bacteria?					
16505	NODE_16506_length_7315_cov_9.121901	7315	13.0306	13.0306	22.1261	bin.056	60.0							Bacteria?					
16576	NODE_16577_length_7296_cov_8.371219	7296	11.6591	11.6591	22.162	bin.056	61.0							Bacteria?					
16625	NODE_16626_length_7279_cov_8.767580	7279	13.4549	13.4549	18.8576	bin.056	59.0							Bacteria?					
16635	NODE_16636_length_7277_cov_10.627389	7277	16.0686	16.0686	23.4527	bin.056	59.0							Bacteria?					
16636	NODE_16637_length_7277_cov_7.430906	7277	11.4752	11.4752	13.4742	bin.056	60.0							Bacteria?					
16863	NODE_16864_length_7208_cov_8.383475	7208	12.8685	12.8685	20.5639	bin.056	59.0	bin.056	0.48	0.233	0.98	0.627	0.98	lavidaviridae	7206.0	0.0	33.3	0.0	|full
16881	NODE_16882_length_7202_cov_8.861201	7202	12.2869	12.2869	31.6339	bin.056	60.0							Bacteria?					
16882	NODE_16883_length_7202_cov_7.906114	7202	12.3647	12.3647	10.9395	bin.056	59.0							Bacteria?					
16884	NODE_16885_length_7201_cov_7.944724	7201	11.8769	11.8769	18.6723	bin.056	61.0							Bacteria?					
16981	NODE_16982_length_7172_cov_9.402698	7172	14.3204	14.3204	12.6038	bin.056	59.0							Bacteria?					
16997	NODE_16998_length_7169_cov_8.306438	7169	12.3603	12.3603	15.1605	bin.056	62.0							Bacteria?					
17031	NODE_17032_length_7159_cov_9.009994	7159	12.8783	12.8783	19.6746	bin.056	60.0							Bacteria?					
17032	NODE_17033_length_7159_cov_8.596425	7159	12.6841	12.6841	19.0276	bin.056	62.0							Bacteria?					
17109	NODE_17110_length_7136_cov_8.281175	7136	11.579	11.579	17.6807	bin.056	61.0							Bacteria?					
17115	NODE_17116_length_7135_cov_6.838136	7135	10.9091	10.9091	23.0868	bin.056	60.0							Bacteria?					
17135	NODE_17136_length_7130_cov_8.353922	7130	12.9726	12.9726	16.3685	bin.056	58.0							Bacteria?					
17243	NODE_17244_length_7100_cov_8.679489	7100	13.3535	13.3535	19.5534	bin.056	62.0							Bacteria?					
17252	NODE_17253_length_7098_cov_9.010791	7098	12.0522	12.0522	24.8691	bin.056	60.0							Bacteria?					
17301	NODE_17302_length_7083_cov_12.261383	7083	18.1026	18.1026	31.9212	bin.056	59.0							Bacteria?					
17330	NODE_17331_length_7077_cov_8.691683	7077	12.9239	12.9239	17.9122	bin.056	59.0							Bacteria?					
17358	NODE_17359_length_7071_cov_7.836231	7071	11.4759	11.4759	14.8246	bin.056	59.0							Bacteria?					
17407	NODE_17408_length_7057_cov_8.842759	7057	13.4495	13.4495	17.0412	bin.056	61.0							Bacteria?					
17416	NODE_17417_length_7056_cov_9.665762	7056	13.5003	13.5003	26.0214	bin.056	58.0	bin.056	0.86	0.033	0.3		0.86	dsDNAphage	7052.0	1.0	25.0	0.0	|full
17419	NODE_17420_length_7055_cov_10.676571	7055	16.2364	16.2364	31.3486	bin.056	60.0							Bacteria?					
17458	NODE_17459_length_7044_cov_9.291172	7044	14.0483	14.0483	24.4592	bin.056	62.0							Bacteria?					
17632	NODE_17633_length_6993_cov_7.819256	6993	11.8945	11.8945	16.7745	bin.056	58.0							Bacteria?					
17788	NODE_17789_length_6947_cov_9.918021	6947	14.3657	14.3657	31.099	bin.056	59.0							Bacteria?					
17927	NODE_17928_length_6909_cov_8.135979	6909	12.3869	12.3869	14.7195	bin.056	61.0							Bacteria?					
17956	NODE_17957_length_6903_cov_7.983353	6903	11.6319	11.6319	16.0802	bin.056	62.0							Bacteria?					
17989	NODE_17990_length_6894_cov_9.609007	6894	13.4432	13.4432	20.7012	bin.056	60.0							Bacteria?					
18021	NODE_18022_length_6885_cov_8.826208	6885	13.3373	13.3373	28.5764	bin.056	61.0							Bacteria?					
18040	NODE_18041_length_6881_cov_9.680486	6881	14.6593	14.6593	23.9835	bin.056	59.0							Bacteria?					
18118	NODE_18119_length_6859_cov_8.355232	6859	13.052	13.052	12.6071	bin.056	61.0							Bacteria?					
18209	NODE_18210_length_6839_cov_9.289210	6839	12.9587	12.9587	21.0202	bin.056	59.0							Bacteria?					
18255	NODE_18256_length_6825_cov_8.608863	6825	12.9266	12.9266	13.3229	bin.056	59.0							Bacteria?					
18260	NODE_18261_length_6824_cov_7.908849	6824	11.1214	11.1214	20.1961	bin.056	59.0							Bacteria?					
18364	NODE_18365_length_6798_cov_9.499778	6798	13.5483	13.5483	28.5404	bin.056	58.0							Bacteria?					
18727	NODE_18728_length_6712_cov_8.450804	6712	12.968	12.968	14.2872	bin.056	61.0							Bacteria?					
18767	NODE_18768_length_6703_cov_5.074759	6703	8.29467	8.29467	9.7733	bin.056	61.0							Bacteria?					
18962	NODE_18963_length_6660_cov_8.483270	6660	11.9845	11.9845	35.6134	bin.056	60.0							Bacteria?					
18968	NODE_18969_length_6658_cov_7.871725	6658	11.2588	11.2588	17.2287	bin.056	62.0							Bacteria?					
19130	NODE_19131_length_6616_cov_8.406340	6616	12.5637	12.5637	22.2212	bin.056	59.0							Bacteria?					
19256	NODE_19257_length_6586_cov_9.216812	6586	12.9459	12.9459	25.1036	bin.056	61.0							Bacteria?					
