	seqname	contigLen	totalAvgDepth	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
20688	NODE_20688_length_7060_cov_8.155889	7060.0	12.2081	12.2081	15.4634	bin.047	56.0							Bacteria?					
20689	NODE_20689_length_7060_cov_4.409993	7060.0	7.02026	7.02026	7.38913	bin.047	56.0							Bacteria?					
20693	NODE_20693_length_7060_cov_3.287509	7060.0	5.15427	5.15427	6.04828	bin.047	61.0							Bacteria?					
20698	NODE_20698_length_7059_cov_4.250143	7059.0	6.6108	6.6108	6.60419	bin.047	59.0							Bacteria?					
20704	NODE_20704_length_7058_cov_7.912180	7058.0	11.5023	11.5023	18.0315	bin.047	61.0							Bacteria?					
20706	NODE_20706_length_7058_cov_4.363701	7058.0	6.67545	6.67545	7.52395	bin.047	66.0							Bacteria?					
20708	NODE_20708_length_7058_cov_3.507211	7058.0	5.50029	5.50029	5.65441	bin.047	62.0							Bacteria?					
20712	NODE_20712_length_7057_cov_5.908169	7057.0	8.43608	8.43608	8.04722	bin.047	61.0							Bacteria?					
20713	NODE_20713_length_7057_cov_4.814339	7057.0	6.33835	6.33835	10.7188	bin.047	57.0							Bacteria?					
20717	NODE_20717_length_7056_cov_6.109841	7056.0	9.4735	9.4735	14.7646	bin.047	59.0							Bacteria?					
20723	NODE_20723_length_7056_cov_3.499214	7056.0	5.4179	5.4179	4.94133	bin.047	60.0							Bacteria?					
20727	NODE_20727_length_7054_cov_6.179883	7054.0	9.49913	9.49913	13.9319	bin.047	61.0							Bacteria?					
20728	NODE_20728_length_7054_cov_5.928275	7054.0	9.05055	9.05055	15.7431	bin.047	62.0							Bacteria?					
20730	NODE_20730_length_7053_cov_6.063018	7053.0	9.05621	9.05621	10.6972	bin.047	62.0							Bacteria?					
20731	NODE_20731_length_7053_cov_4.310660	7053.0	6.80936	6.80936	7.15056	bin.047	54.0							Bacteria?					
20738	NODE_20738_length_7051_cov_3.730132	7051.0	5.77873	5.77873	7.6955	bin.047	56.0							Bacteria?					
20739	NODE_20739_length_7051_cov_3.607061	7051.0	5.77351	5.77351	6.71043	bin.047	55.0							Bacteria?					
20740	NODE_20740_length_7051_cov_3.209834	7051.0	5.51891	5.51891	5.89013	bin.047	59.0							Bacteria?					
20741	NODE_20741_length_7050_cov_10.214153	7050.0	15.7306	15.7306	30.1555	bin.047	55.0							Bacteria?					
20742	NODE_20742_length_7050_cov_8.383274	7050.0	13.0986	13.0986	12.907	bin.047	60.0							Bacteria?					
20745	NODE_20745_length_7050_cov_4.511651	7050.0	6.48435	6.48435	10.8036	bin.047	56.0							Bacteria?					
20746	NODE_20746_length_7050_cov_4.008863	7050.0	6.52928	6.52928	7.29504	bin.047	62.0							Bacteria?					
20750	NODE_20750_length_7049_cov_4.431370	7049.0	6.86868	6.86868	6.16154	bin.047	55.0							Bacteria?					
20751	NODE_20751_length_7049_cov_4.347870	7049.0	6.91419	6.91419	6.96334	bin.047	59.0							Bacteria?					
20752	NODE_20752_length_7049_cov_4.332857	7049.0	6.83621	6.83621	6.77711	bin.047	61.0							Bacteria?					
20754	NODE_20754_length_7049_cov_3.319560	7049.0	5.39991	5.39991	6.81133	bin.047	55.0							Bacteria?					
20755	NODE_20755_length_7049_cov_3.219617	7049.0	4.77156	4.77156	4.31265	bin.047	60.0							Bacteria?					
20756	NODE_20756_length_7049_cov_3.195596	7049.0	5.07088	5.07088	5.19922	bin.047	56.0							Bacteria?					
20757	NODE_20757_length_7049_cov_3.081784	7049.0	4.68416	4.68416	4.18791	bin.047	51.0							Bacteria?					
20760	NODE_20760_length_7048_cov_3.576291	7048.0	5.71644	5.71644	5.83841	bin.047	61.0							Bacteria?					
20762	NODE_20762_length_7047_cov_6.254720	7047.0	9.95418	9.95418	15.0768	bin.047	56.0							Bacteria?					
20764	NODE_20764_length_7047_cov_4.274314	7047.0	6.92286	6.92286	9.53338	bin.047	64.0							Bacteria?					
20765	NODE_20765_length_7047_cov_3.866133	7047.0	6.40858	6.40858	5.03106	bin.047	57.0							Bacteria?					
20767	NODE_20767_length_7046_cov_5.532971	7046.0	8.62369	8.62369	9.02801	bin.047	56.0							Bacteria?					
20768	NODE_20768_length_7046_cov_3.305250	7046.0	5.12558	5.12558	5.55803	bin.047	54.0	bin.047	0.98	0.033	0.08	0.107	0.98	dsDNAphage	7043.0	3.0	50.0	16.7	|full
20772	NODE_20772_length_7045_cov_4.049499	7045.0	6.7285	6.7285	4.68747	bin.047	59.0							Bacteria?					
20773	NODE_20773_length_7044_cov_4.204321	7044.0	6.74384	6.74384	7.07734	bin.047	58.0							Bacteria?					
20774	NODE_20774_length_7044_cov_3.928745	7044.0	6.21744	6.21744	6.31936	bin.047	58.0							Bacteria?					
20779	NODE_20779_length_7043_cov_3.507728	7043.0	5.36051	5.36051	6.29827	bin.047	59.0							Bacteria?					
20783	NODE_20783_length_7042_cov_3.295549	7042.0	5.33575	5.33575	5.70685	bin.047	56.0							Bacteria?					
20784	NODE_20784_length_7041_cov_4.877183	7041.0	7.15586	7.15586	32.1665	bin.047	58.0							Bacteria?					
20785	NODE_20785_length_7041_cov_3.907529	7041.0	6.16268	6.16268	6.37774	bin.047	60.0							Bacteria?					
20787	NODE_20787_length_7041_cov_3.376467	7041.0	5.45189	5.45189	9.27449	bin.047	60.0							Bacteria?					
20790	NODE_20790_length_7041_cov_3.078872	7041.0	5.12045	5.12045	3.56222	bin.047	56.0							Bacteria?					
20793	NODE_20793_length_7040_cov_5.720115	7040.0	8.72264	8.72264	10.343	bin.047	57.0							Bacteria?					
20794	NODE_20794_length_7040_cov_5.114388	7040.0	6.23498	6.23498	13.223	bin.047	56.0							Bacteria?					
20795	NODE_20795_length_7040_cov_3.326557	7040.0	5.30711	5.30711	7.11916	bin.047	55.0							Bacteria?					
20797	NODE_20797_length_7039_cov_4.859393	7039.0	7.79721	7.79721	8.83941	bin.047	58.0							Bacteria?					
20798	NODE_20798_length_7039_cov_3.089633	7039.0	4.96502	4.96502	4.06776	bin.047	55.0							Bacteria?					
20802	NODE_20802_length_7038_cov_3.796506	7038.0	5.99419	5.99419	6.47764	bin.047	56.0							Bacteria?					
20807	NODE_20807_length_7037_cov_3.484102	7037.0	5.65791	5.65791	4.54201	bin.047	59.0							Bacteria?					
20809	NODE_20809_length_7036_cov_3.806475	7036.0	6.10035	6.10035	4.84233	bin.047	64.0							Bacteria?					
20812	NODE_20812_length_7034_cov_6.463677	7034.0	8.6197	8.6197	10.5181	bin.047	58.0							Bacteria?					
20813	NODE_20813_length_7034_cov_4.427425	7034.0	7.15848	7.15848	11.7979	bin.047	61.0							Bacteria?					
20814	NODE_20814_length_7034_cov_4.382003	7034.0	6.88466	6.88466	7.91507	bin.047	63.0							Bacteria?					
20825	NODE_20825_length_7031_cov_6.084576	7031.0	8.72097	8.72097	15.0124	bin.047	54.0							Bacteria?					
20828	NODE_20828_length_7030_cov_6.936201	7030.0	9.9391	9.9391	12.7744	bin.047	59.0							Bacteria?					
20829	NODE_20829_length_7030_cov_4.145376	7030.0	6.15901	6.15901	8.93435	bin.047	57.0							Bacteria?					
20830	NODE_20830_length_7030_cov_4.118996	7030.0	6.41148	6.41148	7.674	bin.047	56.0							Bacteria?					
20832	NODE_20832_length_7029_cov_6.454832	7029.0	8.41648	8.41648	8.01906	bin.047	59.0							Bacteria?					
20833	NODE_20833_length_7029_cov_5.587468	7029.0	8.81087	8.81087	10.2358	bin.047	58.0							Bacteria?					
20835	NODE_20835_length_7029_cov_3.684256	7029.0	5.83123	5.83123	8.75738	bin.047	55.0							Bacteria?					
20838	NODE_20838_length_7028_cov_3.208949	7028.0	4.89139	4.89139	3.83106	bin.047	60.0							Bacteria?					
20839	NODE_20839_length_7027_cov_5.247418	7027.0	8.3868	8.3868	11.9755	bin.047	60.0							Bacteria?					
20840	NODE_20840_length_7027_cov_4.212565	7027.0	6.72328	6.72328	5.4556	bin.047	58.0							Bacteria?					
20841	NODE_20841_length_7027_cov_4.123924	7027.0	6.58194	6.58194	6.33816	bin.047	58.0							Bacteria?					
20844	NODE_20844_length_7027_cov_2.949225	7027.0	4.97135	4.97135	3.85505	bin.047	62.0							Bacteria?					
20845	NODE_20845_length_7026_cov_4.352747	7026.0	6.24535	6.24535	9.01432	bin.047	57.0							Bacteria?					
20846	NODE_20846_length_7026_cov_3.502654	7026.0	5.64485	5.64485	8.4947	bin.047	59.0							Bacteria?					
20848	NODE_20848_length_7025_cov_6.405452	7025.0	10.0179	10.0179	14.9884	bin.047	59.0							Bacteria?					
20850	NODE_20850_length_7025_cov_4.054376	7025.0	6.86836	6.86836	8.34116	bin.047	58.0							Bacteria?					
20851	NODE_20851_length_7025_cov_3.977475	7025.0	5.78313	5.78313	5.53815	bin.047	57.0							Bacteria?					
20860	NODE_20860_length_7023_cov_6.462687	7023.0	10.1157	10.1157	17.7784	bin.047	60.0							Bacteria?					
20862	NODE_20862_length_7023_cov_5.315299	7023.0	8.41903	8.41903	11.8347	bin.047	54.0							Bacteria?					
20864	NODE_20864_length_7022_cov_9.540692	7022.0	14.7743	14.7743	17.4336	bin.047	55.0							Bacteria?					
20865	NODE_20865_length_7022_cov_7.574709	7022.0	11.7656	11.7656	18.0277	bin.047	60.0							Bacteria?					
20866	NODE_20866_length_7022_cov_6.768624	7022.0	9.76484	9.76484	13.3583	bin.047	62.0							Bacteria?					
20867	NODE_20867_length_7022_cov_5.154012	7022.0	7.75509	7.75509	9.46574	bin.047	58.0							Bacteria?					
20869	NODE_20869_length_7022_cov_3.853021	7022.0	6.30792	6.30792	7.85149	bin.047	56.0							Bacteria?					
20870	NODE_20870_length_7022_cov_3.770059	7022.0	6.10244	6.10244	8.87633	bin.047	59.0							Bacteria?					
20871	NODE_20871_length_7022_cov_3.038036	7022.0	5.31548	5.31548	3.44729	bin.047	55.0							Bacteria?					
20875	NODE_20875_length_7021_cov_3.930807	7021.0	6.07408	6.07408	9.19371	bin.047	59.0							Bacteria?					
20876	NODE_20876_length_7021_cov_3.208872	7021.0	4.9265	4.9265	4.60356	bin.047	56.0							Bacteria?					
20881	NODE_20881_length_7020_cov_3.767696	7020.0	6.55036	6.55036	5.75849	bin.047	65.0							Bacteria?					
20883	NODE_20883_length_7020_cov_3.557645	7020.0	5.91106	5.91106	5.45209	bin.047	56.0							Bacteria?					
20884	NODE_20884_length_7020_cov_3.061019	7020.0	4.88457	4.88457	4.66459	bin.047	59.0							Bacteria?					
20887	NODE_20887_length_7019_cov_6.121913	7019.0	8.69341	8.69341	8.14631	bin.047	59.0							Bacteria?					
20889	NODE_20889_length_7019_cov_3.311890	7019.0	5.67666	5.67666	5.12563	bin.047	58.0	bin.047	0.833	0.493	0.54	0.273	0.833	dsDNAphage	7017.0	0.0	62.5	0.0	|full
20892	NODE_20892_length_7018_cov_3.036335	7018.0	5.06217	5.06217	5.72893	bin.047	55.0							Bacteria?					
20893	NODE_20893_length_7018_cov_2.725406	7018.0	4.37566	4.37566	2.94412	bin.047	59.0							Bacteria?					
20895	NODE_20895_length_7017_cov_4.022695	7017.0	6.26999	6.26999	7.64907	bin.047	55.0							Bacteria?					
20896	NODE_20896_length_7017_cov_3.021115	7017.0	4.78841	4.78841	5.61663	bin.047	61.0	bin.047	0.973	0.013	0.013	0.06	0.973	dsDNAphage	7016.0	2.0	44.4	11.1	|full
20899	NODE_20899_length_7016_cov_3.310013	7016.0	5.27847	5.27847	5.65674	bin.047	58.0							Bacteria?					
20901	NODE_20901_length_7015_cov_6.042529	7015.0	6.33037	6.33037	13.7591	bin.047	58.0							Bacteria?					
20902	NODE_20902_length_7015_cov_3.614224	7015.0	5.45463	5.45463	5.69779	bin.047	57.0	bin.047	0.147	0.033	0.333	0.573	0.573	NCLDV	7013.0	0.0	25.0	0.0	|full
20903	NODE_20903_length_7015_cov_3.475862	7015.0	5.55047	5.55047	5.30906	bin.047	57.0							Bacteria?					
20904	NODE_20904_length_7015_cov_3.175287	7015.0	4.84283	4.84283	3.81913	bin.047	59.0							Bacteria?					
20906	NODE_20906_length_7014_cov_3.372898	7014.0	5.20542	5.20542	5.35662	bin.047	58.0							Bacteria?					
20908	NODE_20908_length_7013_cov_3.956597	7013.0	6.05595	6.05595	6.87766	bin.047	53.0							Bacteria?					
20909	NODE_20909_length_7013_cov_3.615982	7013.0	5.75011	5.75011	5.22909	bin.047	63.0							Bacteria?					
20913	NODE_20913_length_7012_cov_4.626276	7012.0	7.19528	7.19528	8.07172	bin.047	60.0							Bacteria?					
20915	NODE_20915_length_7011_cov_4.186745	7011.0	6.57878	6.57878	7.23769	bin.047	57.0	bin.047	1.0	0.313	0.213	0.567	1.0	dsDNAphage	6958.0	1.0	25.0	0.0	|full
20918	NODE_20918_length_7011_cov_3.186889	7011.0	5.02594	5.02594	5.22353	bin.047	59.0							Bacteria?					
20919	NODE_20919_length_7010_cov_7.135298	7010.0	10.8458	10.8458	18.5223	bin.047	56.0							Bacteria?					
20920	NODE_20920_length_7010_cov_4.967362	7010.0	7.65364	7.65364	11.4496	bin.047	60.0							Bacteria?					
20929	NODE_20929_length_7007_cov_4.583285	7007.0	6.84498	6.84498	8.54183	bin.047	57.0							Bacteria?					
20932	NODE_20932_length_7006_cov_7.587685	7006.0	8.59349	8.59349	17.1532	bin.047	58.0							Bacteria?					
20935	NODE_20935_length_7005_cov_9.960288	7005.0	13.7848	13.7848	23.6043	bin.047	57.0							Bacteria?					
20938	NODE_20938_length_7005_cov_3.423453	7005.0	5.40598	5.40598	4.67568	bin.047	62.0							Bacteria?					
20939	NODE_20939_length_7005_cov_3.016403	7005.0	5.11058	5.11058	5.79608	bin.047	55.0							Bacteria?					
20941	NODE_20941_length_7004_cov_10.096561	7004.0	13.4362	13.4362	26.6905	bin.047	53.0							Bacteria?					
20942	NODE_20942_length_7004_cov_6.474313	7004.0	9.6103	9.6103	12.1645	bin.047	57.0							Bacteria?					
20943	NODE_20943_length_7004_cov_5.144769	7004.0	7.87511	7.87511	9.21824	bin.047	55.0							Bacteria?					
20944	NODE_20944_length_7004_cov_4.316448	7004.0	6.07908	6.07908	6.29023	bin.047	61.0							Bacteria?					
20945	NODE_20945_length_7004_cov_4.300475	7004.0	6.79574	6.79574	9.12574	bin.047	56.0							Bacteria?					
20946	NODE_20946_length_7004_cov_3.733775	7004.0	5.91713	5.91713	5.4388	bin.047	64.0							Bacteria?					
20947	NODE_20947_length_7004_cov_3.399626	7004.0	5.23942	5.23942	4.50264	bin.047	59.0							Bacteria?					
20948	NODE_20948_length_7004_cov_3.291265	7004.0	5.36387	5.36387	4.95675	bin.047	60.0							Bacteria?					
20951	NODE_20951_length_7003_cov_5.521877	7003.0	8.3257	8.3257	10.6332	bin.047	54.0							Bacteria?					
20953	NODE_20953_length_7003_cov_4.771589	7003.0	7.74274	7.74274	8.59833	bin.047	61.0							Bacteria?					
20960	NODE_20960_length_7001_cov_2.891592	7001.0	4.64677	4.64677	3.8145	bin.047	57.0							Bacteria?					
20961	NODE_20961_length_7000_cov_8.723398	7000.0	13.4984	13.4984	16.8967	bin.047	58.0							Bacteria?					
20964	NODE_20964_length_7000_cov_5.916343	7000.0	9.14788	9.14788	10.6975	bin.047	61.0							Bacteria?					
20966	NODE_20966_length_7000_cov_5.050540	7000.0	7.84073	7.84073	9.5267	bin.047	60.0							Bacteria?					
20967	NODE_20967_length_7000_cov_4.289561	7000.0	6.57942	6.57942	9.32464	bin.047	62.0							Bacteria?					
20972	NODE_20972_length_6999_cov_4.307460	6999.0	7.01518	7.01518	9.09796	bin.047	61.0							Bacteria?					
20975	NODE_20975_length_6998_cov_9.146478	6998.0	14.1706	14.1706	25.9118	bin.047	59.0							Bacteria?					
20977	NODE_20977_length_6998_cov_5.566470	6998.0	8.16647	8.16647	18.9247	bin.047	56.0							Bacteria?					
20978	NODE_20978_length_6998_cov_4.494455	6998.0	7.19962	7.19962	9.25428	bin.047	53.0							Bacteria?					
20981	NODE_20981_length_6998_cov_3.219358	6998.0	4.55578	4.55578	6.336	bin.047	51.0							Bacteria?					
20983	NODE_20983_length_6997_cov_5.379574	6997.0	8.48824	8.48824	11.7454	bin.047	59.0							Bacteria?					
20984	NODE_20984_length_6997_cov_5.082541	6997.0	8.15335	8.15335	9.97164	bin.047	57.0							Bacteria?					
20991	NODE_20991_length_6995_cov_3.833573	6995.0	6.03725	6.03725	5.82981	bin.047	54.0							Bacteria?					
20994	NODE_20994_length_6994_cov_6.059086	6994.0	9.84483	9.84483	11.1589	bin.047	57.0							Bacteria?					
20996	NODE_20996_length_6994_cov_3.505260	6994.0	5.73393	5.73393	4.29349	bin.047	63.0							Bacteria?					
20997	NODE_20997_length_6994_cov_2.979248	6994.0	5.06078	5.06078	5.92467	bin.047	54.0							Bacteria?					
21001	NODE_21001_length_6992_cov_8.317140	6992.0	13.0541	13.0541	19.2842	bin.047	59.0							Bacteria?					
21002	NODE_21002_length_6992_cov_3.146317	6992.0	5.05729	5.05729	5.49275	bin.047	57.0	bin.047	0.953	0.42	0.113	0.2	0.953	dsDNAphage	6990.0	0.0	23.1	0.0	|full
21003	NODE_21003_length_6992_cov_3.018163	6992.0	5.10056	5.10056	4.46649	bin.047	61.0							Bacteria?					
21005	NODE_21005_length_6991_cov_6.097318	6991.0	9.17746	9.17746	12.0985	bin.047	57.0							Bacteria?					
21006	NODE_21006_length_6991_cov_5.336649	6991.0	8.05102	8.05102	8.01548	bin.047	56.0							Bacteria?					
21009	NODE_21009_length_6991_cov_2.703720	6991.0	4.18068	4.18068	3.70611	bin.047	58.0							Bacteria?					
21011	NODE_21011_length_6990_cov_2.986878	6990.0	4.72836	4.72836	7.2822	bin.047	57.0	bin.047	0.687	0.4	0.7	0.2	0.7	lavidaviridae	6988.0	0.0	30.0	0.0	|full
21015	NODE_21015_length_6989_cov_3.455581	6989.0	5.14388	5.14388	4.5781	bin.047	59.0							Bacteria?					
21017	NODE_21017_length_6988_cov_3.003606	6988.0	5.02998	5.02998	6.10728	bin.047	54.0							Bacteria?					
21020	NODE_21020_length_6987_cov_4.342614	6987.0	7.16235	7.16235	10.2627	bin.047	59.0	bin.047	0.113	0.027	0.28	0.773	0.773	NCLDV	6923.0	0.0	16.7	0.0	|full
21024	NODE_21024_length_6986_cov_3.871736	6986.0	6.16428	6.16428	6.39519	bin.047	60.0							Bacteria?					
21027	NODE_21027_length_6986_cov_2.756024	6986.0	4.58879	4.58879	4.54642	bin.047	55.0							Bacteria?					
21029	NODE_21029_length_6985_cov_9.433911	6985.0	12.8679	12.8679	16.5048	bin.047	62.0							Bacteria?					
21030	NODE_21030_length_6985_cov_6.583405	6985.0	7.49963	7.49963	7.8275	bin.047	57.0							Bacteria?					
21035	NODE_21035_length_6984_cov_6.917015	6984.0	9.01141	9.01141	9.6786	bin.047	60.0							Bacteria?					
21036	NODE_21036_length_6984_cov_5.047049	6984.0	8.30802	8.30802	8.77105	bin.047	60.0							Bacteria?					
21037	NODE_21037_length_6984_cov_4.432674	6984.0	7.18818	7.18818	12.5263	bin.047	59.0							Bacteria?					
21040	NODE_21040_length_6983_cov_5.857823	6983.0	8.86843	8.86843	9.33473	bin.047	59.0							Bacteria?					
21041	NODE_21041_length_6983_cov_4.954677	6983.0	7.21616	7.21616	8.90675	bin.047	63.0							Bacteria?					
21042	NODE_21042_length_6983_cov_4.812067	6983.0	7.28948	7.28948	5.85499	bin.047	59.0							Bacteria?					
21045	NODE_21045_length_6981_cov_4.811146	6981.0	7.53901	7.53901	12.3162	bin.047	60.0							Bacteria?					
21046	NODE_21046_length_6981_cov_4.745452	6981.0	7.41956	7.41956	7.94246	bin.047	60.0							Bacteria?					
21047	NODE_21047_length_6981_cov_4.307392	6981.0	6.86839	6.86839	7.59752	bin.047	60.0							Bacteria?					
21052	NODE_21052_length_6980_cov_6.386282	6980.0	9.46428	9.46428	11.3815	bin.047	62.0							Bacteria?					
21053	NODE_21053_length_6980_cov_5.656318	6980.0	8.6896	8.6896	10.2252	bin.047	62.0							Bacteria?					
21054	NODE_21054_length_6980_cov_3.876101	6980.0	6.30688	6.30688	10.1151	bin.047	56.0							Bacteria?					
21055	NODE_21055_length_6980_cov_3.250686	6980.0	5.247	5.247	4.44963	bin.047	59.0							Bacteria?					
21057	NODE_21057_length_6979_cov_3.049105	6979.0	5.07336	5.07336	6.21811	bin.047	57.0							Bacteria?					
21060	NODE_21060_length_6978_cov_6.615918	6978.0	9.81781	9.81781	15.1237	bin.047	58.0							Bacteria?					
21061	NODE_21061_length_6978_cov_3.669507	6978.0	5.99517	5.99517	6.87103	bin.047	56.0	bin.047	0.373	0.193	0.253	0.587	0.587	NCLDV	6976.0	0.0	60.0	0.0	|full
21062	NODE_21062_length_6978_cov_3.516539	6978.0	5.59886	5.59886	6.2845	bin.047	62.0	bin.047	0.827	0.16	0.32	0.127	0.827	dsDNAphage	6974.0	0.0	20.0	0.0	|full
21063	NODE_21063_length_6977_cov_6.170038	6977.0	9.45745	9.45745	8.88586	bin.047	60.0							Bacteria?					
21064	NODE_21064_length_6977_cov_4.192430	6977.0	6.3659	6.3659	8.59926	bin.047	55.0	bin.047	0.467	0.087	0.18	0.613	0.613	NCLDV	6976.0	0.0	16.7	0.0	|full
21066	NODE_21066_length_6977_cov_3.853366	6977.0	6.25941	6.25941	6.02456	bin.047	60.0							Bacteria?					
21073	NODE_21073_length_6975_cov_7.793353	6975.0	9.35795	9.35795	22.2004	bin.047	58.0							Bacteria?					
21075	NODE_21075_length_6975_cov_4.550723	6975.0	7.26945	7.26945	8.66855	bin.047	58.0							Bacteria?					
21076	NODE_21076_length_6975_cov_4.005058	6975.0	6.63634	6.63634	8.18001	bin.047	60.0							Bacteria?					
21077	NODE_21077_length_6975_cov_3.348121	6975.0	5.4904	5.4904	6.47743	bin.047	59.0							Bacteria?					
21078	NODE_21078_length_6975_cov_2.919220	6975.0	4.71722	4.71722	4.39399	bin.047	61.0							Bacteria?					
21081	NODE_21081_length_6974_cov_4.304524	6974.0	6.93318	6.93318	7.11888	bin.047	58.0							Bacteria?					
21084	NODE_21084_length_6973_cov_3.247904	6973.0	5.02008	5.02008	4.43397	bin.047	60.0							Bacteria?					
21086	NODE_21086_length_6972_cov_6.869886	6972.0	10.3017	10.3017	14.8875	bin.047	54.0							Bacteria?					
21088	NODE_21088_length_6972_cov_3.392511	6972.0	5.42378	5.42378	4.86644	bin.047	64.0	bin.047	0.747	0.18	0.66	0.4	0.747	dsDNAphage	6970.0	0.0	60.0	0.0	|full
21089	NODE_21089_length_6972_cov_2.992482	6972.0	5.0236	5.0236	5.15528	bin.047	62.0							Bacteria?					
21090	NODE_21090_length_6972_cov_2.582912	6972.0	4.15582	4.15582	2.55706	bin.047	57.0							Bacteria?					
21094	NODE_21094_length_6970_cov_3.689226	6970.0	5.81936	5.81936	6.28217	bin.047	59.0							Bacteria?					
21097	NODE_21097_length_6969_cov_14.714782	6969.0	5.00264	5.00264	22.7114	bin.047	60.0	bin.047	0.013	0.007	0.173	0.513	0.513	NCLDV	6967.0	0.0	20.0	0.0	|full
21098	NODE_21098_length_6969_cov_3.299826	6969.0	5.21249	5.21249	6.54866	bin.047	57.0							Bacteria?					
21100	NODE_21100_length_6968_cov_20.289599	6968.0	15.5138	15.5138	48.1458	bin.047	54.0							Bacteria?					
21102	NODE_21102_length_6968_cov_3.898597	6968.0	6.2907	6.2907	6.18214	bin.047	58.0							Bacteria?					
21103	NODE_21103_length_6968_cov_3.086504	6968.0	5.06527	5.06527	5.21874	bin.047	60.0							Bacteria?					
21106	NODE_21106_length_6967_cov_5.176215	6967.0	8.06865	8.06865	6.45372	bin.047	58.0							Bacteria?					
21107	NODE_21107_length_6967_cov_5.070023	6967.0	7.89291	7.89291	9.13896	bin.047	60.0							Bacteria?					
21108	NODE_21108_length_6967_cov_4.716580	6967.0	7.64882	7.64882	7.02307	bin.047	56.0							Bacteria?					
21109	NODE_21109_length_6967_cov_3.495515	6967.0	5.3792	5.3792	6.55531	bin.047	62.0							Bacteria?					
21110	NODE_21110_length_6967_cov_2.865741	6967.0	4.69385	4.69385	4.65603	bin.047	61.0							Bacteria?					
21112	NODE_21112_length_6966_cov_3.888728	6966.0	5.46992	5.46992	5.43913	bin.047	59.0							Bacteria?					
21114	NODE_21114_length_6965_cov_7.201737	6965.0	11.2376	11.2376	18.4671	bin.047	58.0							Bacteria?					
21116	NODE_21116_length_6965_cov_4.032851	6965.0	6.81482	6.81482	8.38308	bin.047	65.0							Bacteria?					
21118	NODE_21118_length_6964_cov_6.571718	6964.0	10.5465	10.5465	12.5698	bin.047	56.0							Bacteria?					
21122	NODE_21122_length_6964_cov_2.867854	6964.0	4.64397	4.64397	4.17872	bin.047	54.0							Bacteria?					
21126	NODE_21126_length_6963_cov_7.260423	6963.0	11.0101	11.0101	11.9193	bin.047	58.0							Bacteria?					
21128	NODE_21128_length_6963_cov_3.778662	6963.0	5.84838	5.84838	6.29609	bin.047	59.0							Bacteria?					
21131	NODE_21131_length_6962_cov_3.374403	6962.0	5.51101	5.51101	5.80168	bin.047	60.0							Bacteria?					
21132	NODE_21132_length_6962_cov_2.751846	6962.0	4.48752	4.48752	5.22526	bin.047	59.0							Bacteria?					
21133	NODE_21133_length_6961_cov_3.860411	6961.0	5.87843	5.87843	6.61675	bin.047	55.0	bin.047	0.987	0.293	0.187	0.427	0.987	dsDNAphage	6960.0	0.0	37.5	0.0	|full
21134	NODE_21134_length_6961_cov_3.579496	6961.0	5.32154	5.32154	9.13466	bin.047	53.0							Bacteria?					
21138	NODE_21138_length_6960_cov_7.969008	6960.0	12.1222	12.1222	17.5389	bin.047	60.0							Bacteria?					
21139	NODE_21139_length_6960_cov_4.761477	6960.0	7.45551	7.45551	9.58302	bin.047	62.0							Bacteria?					
21140	NODE_21140_length_6959_cov_8.712341	6959.0	12.4009	12.4009	18.4828	bin.047	57.0							Bacteria?					
21142	NODE_21142_length_6959_cov_3.208720	6959.0	5.06815	5.06815	5.8908	bin.047	62.0							Bacteria?					
21143	NODE_21143_length_6959_cov_3.162225	6959.0	5.32296	5.32296	6.17549	bin.047	53.0							Bacteria?					
21145	NODE_21145_length_6958_cov_3.891352	6958.0	6.41055	6.41055	7.19749	bin.047	61.0							Bacteria?					
21149	NODE_21149_length_6957_cov_5.606346	6957.0	9.02718	9.02718	12.6394	bin.047	59.0							Bacteria?					
21152	NODE_21152_length_6956_cov_11.992465	6956.0	14.0079	14.0079	38.2633	bin.047	60.0							Bacteria?					
21154	NODE_21154_length_6956_cov_3.967831	6956.0	6.30635	6.30635	7.19005	bin.047	60.0							Bacteria?					
21157	NODE_21157_length_6955_cov_4.738841	6955.0	7.62645	7.62645	10.2486	bin.047	58.0							Bacteria?					
21161	NODE_21161_length_6953_cov_4.204842	6953.0	6.10231	6.10231	5.09838	bin.047	55.0							Bacteria?					
21164	NODE_21164_length_6953_cov_3.581473	6953.0	5.60047	5.60047	6.28072	bin.047	57.0							Bacteria?					
21166	NODE_21166_length_6952_cov_5.132956	6952.0	8.05322	8.05322	6.72153	bin.047	58.0							Bacteria?					
21168	NODE_21168_length_6952_cov_3.354792	6952.0	5.15995	5.15995	5.29895	bin.047	59.0							Bacteria?					
21172	NODE_21172_length_6950_cov_4.625816	6950.0	5.94618	5.94618	9.12332	bin.047	64.0							Bacteria?					
21174	NODE_21174_length_6950_cov_3.556780	6950.0	6.05794	6.05794	6.62263	bin.047	59.0							Bacteria?					
21175	NODE_21175_length_6950_cov_3.359681	6950.0	5.35868	5.35868	5.07427	bin.047	60.0							Bacteria?					
