	seqname	contigLen	totalAvgDepth	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
16561	NODE_16562_length_5940_cov_2.777570	5940	4.58066	4.58066	4.24702	bin.023	59.0							Bacteria?					
16563	NODE_16564_length_5939_cov_4.730455	5939	7.3441	7.3441	6.45889	bin.023	60.0							Bacteria?					
16565	NODE_16566_length_5939_cov_4.012576	5939	6.00207	6.00207	5.97064	bin.023	57.0							Bacteria?					
16566	NODE_16567_length_5939_cov_4.000000	5939	6.52755	6.52755	6.84558	bin.023	59.0							Bacteria?					
16567	NODE_16568_length_5939_cov_2.871006	5939	4.54431	4.54431	4.21834	bin.023	59.0							Bacteria?					
16570	NODE_16571_length_5938_cov_4.287098	5938	6.63632	6.63632	11.0625	bin.023	55.0							Bacteria?					
16571	NODE_16572_length_5938_cov_3.351011	5938	5.382	5.382	5.43507	bin.023	55.0							Bacteria?					
16575	NODE_16576_length_5937_cov_3.687691	5937	5.78486	5.78486	7.78786	bin.023	59.0							Bacteria?					
16577	NODE_16578_length_5936_cov_4.318313	5936	6.68579	6.68579	5.21677	bin.023	60.0							Bacteria?					
16579	NODE_16580_length_5935_cov_5.029932	5935	7.96906	7.96906	9.47944	bin.023	61.0							Bacteria?					
16583	NODE_16584_length_5935_cov_3.373639	5935	5.25514	5.25514	7.26065	bin.023	63.0							Bacteria?					
16585	NODE_16586_length_5934_cov_4.178262	5934	6.38779	6.38779	5.73796	bin.023	58.0							Bacteria?					
16587	NODE_16588_length_5934_cov_3.150366	5934	4.95315	4.95315	6.05158	bin.023	61.0							Bacteria?					
16589	NODE_16590_length_5933_cov_4.263185	5933	6.73595	6.73595	5.62914	bin.023	56.0							Bacteria?					
16591	NODE_16592_length_5933_cov_3.228309	5933	4.90559	4.90559	6.03026	bin.023	55.0							Bacteria?					
16593	NODE_16594_length_5932_cov_3.436958	5932	5.46333	5.46333	5.69133	bin.023	61.0							Bacteria?					
16595	NODE_16596_length_5931_cov_5.145167	5931	6.99325	6.99325	10.5375	bin.023	52.0							Bacteria?					
16596	NODE_16597_length_5931_cov_4.616916	5931	7.33748	7.33748	7.22367	bin.023	61.0							Bacteria?					
16599	NODE_16600_length_5931_cov_3.253063	5931	5.12351	5.12351	4.09438	bin.023	57.0	bin.023	0.04	0.0	0.0	0.627	0.627	NCLDV	5928.0	0.0	14.3	0.0	|full
16600	NODE_16601_length_5931_cov_3.120320	5931	4.85176	4.85176	4.17642	bin.023	59.0							Bacteria?					
16605	NODE_16606_length_5930_cov_4.092596	5930	6.40294	6.40294	7.73567	bin.023	60.0							Bacteria?					
16606	NODE_16607_length_5930_cov_3.766979	5930	5.81298	5.81298	4.95456	bin.023	62.0							Bacteria?					
16617	NODE_16618_length_5928_cov_3.905670	5928	6.01073	6.01073	6.47392	bin.023	60.0							Bacteria?					
16618	NODE_16619_length_5928_cov_3.682445	5928	5.96314	5.96314	6.15066	bin.023	61.0							Bacteria?					
16621	NODE_16622_length_5928_cov_2.764516	5928	4.464	4.464	3.00758	bin.023	58.0							Bacteria?					
16622	NODE_16623_length_5927_cov_5.069482	5927	7.05314	7.05314	8.21343	bin.023	57.0							Bacteria?					
16626	NODE_16627_length_5926_cov_7.624425	5926	7.3653	7.3653	14.0778	bin.023	59.0							Bacteria?					
16630	NODE_16631_length_5925_cov_3.660307	5925	5.21368	5.21368	3.75485	bin.023	59.0							Bacteria?					
16631	NODE_16632_length_5925_cov_3.371721	5925	5.12952	5.12952	7.1634	bin.023	55.0	bin.023	0.12	0.007	0.327	0.687	0.687	NCLDV	5924.0	0.0	16.7	0.0	|full
16632	NODE_16633_length_5924_cov_5.743227	5924	8.45584	8.45584	16.8541	bin.023	52.0							Bacteria?					
16633	NODE_16634_length_5924_cov_5.049242	5924	7.86353	7.86353	9.42098	bin.023	59.0							Bacteria?					
16635	NODE_16636_length_5924_cov_3.266315	5924	5.62245	5.62245	5.03984	bin.023	60.0							Bacteria?					
16637	NODE_16638_length_5922_cov_6.855974	5922	10.2462	10.2462	10.1767	bin.023	59.0							Bacteria?					
16638	NODE_16639_length_5922_cov_4.806375	5922	7.09667	7.09667	15.8439	bin.023	62.0							Bacteria?					
16642	NODE_16643_length_5921_cov_3.330208	5921	5.40253	5.40253	4.64058	bin.023	60.0							Bacteria?					
16645	NODE_16646_length_5920_cov_3.733845	5920	5.84887	5.84887	5.79437	bin.023	60.0							Bacteria?					
16646	NODE_16647_length_5920_cov_3.158568	5920	5.04818	5.04818	5.23882	bin.023	63.0							Bacteria?					
16648	NODE_16649_length_5920_cov_2.396931	5920	3.86222	3.86222	3.55093	bin.023	56.0							Bacteria?					
16649	NODE_16650_length_5919_cov_7.190825	5919	10.3524	10.3524	11.5866	bin.023	59.0							Bacteria?					
16650	NODE_16651_length_5919_cov_3.870737	5919	5.94349	5.94349	7.46576	bin.023	57.0							Bacteria?					
16651	NODE_16652_length_5919_cov_3.514495	5919	5.80863	5.80863	4.26277	bin.023	61.0							Bacteria?					
16654	NODE_16655_length_5919_cov_2.926160	5919	4.84573	4.84573	4.91494	bin.023	57.0							Bacteria?					
16656	NODE_16657_length_5918_cov_7.453181	5918	10.6295	10.6295	14.9739	bin.023	56.0							Bacteria?					
16661	NODE_16662_length_5917_cov_5.367793	5917	7.50217	7.50217	10.284	bin.023	60.0							Bacteria?					
16662	NODE_16663_length_5917_cov_4.170761	5917	6.69412	6.69412	5.33819	bin.023	58.0							Bacteria?					
16665	NODE_16666_length_5916_cov_4.832452	5916	6.26604	6.26604	10.603	bin.023	57.0							Bacteria?					
16666	NODE_16667_length_5916_cov_3.965194	5916	5.4471	5.4471	6.66041	bin.023	57.0							Bacteria?					
16668	NODE_16669_length_5916_cov_3.464085	5916	5.05879	5.05879	4.62188	bin.023	59.0							Bacteria?					
16670	NODE_16671_length_5915_cov_4.945904	5915	7.31813	7.31813	11.3711	bin.023	51.0							Bacteria?					
16671	NODE_16672_length_5915_cov_4.397611	5915	6.83001	6.83001	8.92345	bin.023	56.0							Bacteria?					
16674	NODE_16675_length_5914_cov_7.246629	5914	11.3163	11.3163	17.3767	bin.023	55.0							Bacteria?					
16675	NODE_16676_length_5914_cov_4.541048	5914	7.27568	7.27568	10.7768	bin.023	61.0							Bacteria?					
16676	NODE_16677_length_5914_cov_3.967742	5914	6.07616	6.07616	4.8832	bin.023	63.0							Bacteria?					
16677	NODE_16678_length_5914_cov_3.644137	5914	5.84126	5.84126	4.49522	bin.023	55.0							Bacteria?					
16681	NODE_16682_length_5912_cov_5.122418	5912	7.94498	7.94498	11.3449	bin.023	61.0							Bacteria?					
16683	NODE_16684_length_5912_cov_3.898583	5912	6.10118	6.10118	5.48858	bin.023	64.0							Bacteria?					
16684	NODE_16685_length_5912_cov_3.521598	5912	5.36168	5.36168	4.23129	bin.023	62.0							Bacteria?					
16687	NODE_16688_length_5912_cov_2.786409	5912	4.71919	4.71919	3.40803	bin.023	65.0							Bacteria?					
16690	NODE_16691_length_5911_cov_7.366462	5911	9.46676	9.46676	7.35003	bin.023	60.0							Bacteria?					
16692	NODE_16693_length_5911_cov_4.272029	5911	6.76202	6.76202	7.46157	bin.023	56.0							Bacteria?					
16693	NODE_16694_length_5911_cov_4.018613	5911	5.75855	5.75855	7.28282	bin.023	63.0							Bacteria?					
16696	NODE_16697_length_5910_cov_3.945004	5910	6.12656	6.12656	6.28212	bin.023	61.0							Bacteria?					
16697	NODE_16698_length_5910_cov_3.665756	5910	5.91389	5.91389	9.04596	bin.023	63.0							Bacteria?					
16699	NODE_16700_length_5910_cov_3.327754	5910	5.57257	5.57257	5.08144	bin.023	61.0							Bacteria?					
16702	NODE_16703_length_5909_cov_6.531090	5909	9.86213	9.86213	13.887	bin.023	57.0							Bacteria?					
16703	NODE_16704_length_5909_cov_3.681073	5909	6.01962	6.01962	6.14206	bin.023	63.0							Bacteria?					
16704	NODE_16705_length_5908_cov_4.514437	5908	6.27527	6.27527	7.2823	bin.023	59.0							Bacteria?					
16706	NODE_16707_length_5907_cov_3.818694	5907	5.53639	5.53639	4.62342	bin.023	56.0							Bacteria?					
16708	NODE_16709_length_5907_cov_2.853213	5907	4.46986	4.46986	5.99194	bin.023	58.0							Bacteria?					
16711	NODE_16712_length_5906_cov_4.055375	5906	6.67199	6.67199	8.95639	bin.023	59.0							Bacteria?					
16712	NODE_16713_length_5906_cov_3.895232	5906	6.4312	6.4312	5.97251	bin.023	61.0							Bacteria?					
16713	NODE_16714_length_5906_cov_3.833533	5906	5.87439	5.87439	5.44498	bin.023	59.0							Bacteria?					
16714	NODE_16715_length_5906_cov_3.714066	5906	5.68294	5.68294	4.89098	bin.023	58.0							Bacteria?					
16717	NODE_16718_length_5905_cov_3.859316	5905	6.43388	6.43388	8.36377	bin.023	57.0							Bacteria?					
16718	NODE_16719_length_5905_cov_3.622222	5905	5.55256	5.55256	4.64293	bin.023	60.0							Bacteria?					
16719	NODE_16720_length_5905_cov_3.533162	5905	5.57967	5.57967	6.48519	bin.023	55.0							Bacteria?					
16722	NODE_16723_length_5904_cov_3.211489	5904	5.28241	5.28241	4.97481	bin.023	63.0							Bacteria?					
16723	NODE_16724_length_5904_cov_2.362626	5904	3.80779	3.80779	3.09427	bin.023	57.0							Bacteria?					
16724	NODE_16725_length_5903_cov_6.310021	5903	9.40761	9.40761	12.96	bin.023	58.0							Bacteria?					
16726	NODE_16727_length_5903_cov_4.186389	5903	6.85608	6.85608	5.65622	bin.023	59.0							Bacteria?					
16727	NODE_16728_length_5903_cov_3.885089	5903	6.14636	6.14636	5.29429	bin.023	62.0							Bacteria?					
16734	NODE_16735_length_5901_cov_4.965960	5901	7.72996	7.72996	8.41532	bin.023	55.0							Bacteria?					
16736	NODE_16737_length_5901_cov_3.903866	5901	6.40515	6.40515	11.5697	bin.023	57.0							Bacteria?					
16737	NODE_16738_length_5901_cov_3.630688	5901	5.84055	5.84055	9.74949	bin.023	62.0							Bacteria?					
16738	NODE_16739_length_5901_cov_3.567910	5901	5.28047	5.28047	5.86097	bin.023	54.0							Bacteria?					
16741	NODE_16742_length_5900_cov_3.889136	5900	5.9673	5.9673	7.28888	bin.023	58.0	bin.023	0.993	0.687	0.707	0.267	0.993	dsDNAphage	5898.0	4.0	85.7	0.0	|full
16743	NODE_16744_length_5899_cov_4.287474	5899	6.65194	6.65194	7.76033	bin.023	59.0							Bacteria?					
16744	NODE_16745_length_5899_cov_4.188398	5899	6.90694	6.90694	7.92554	bin.023	62.0							Bacteria?					
16748	NODE_16749_length_5898_cov_3.492213	5898	5.4285	5.4285	7.63115	bin.023	59.0							Bacteria?					
16749	NODE_16750_length_5897_cov_4.571037	5897	7.0783	7.0783	7.9152	bin.023	59.0							Bacteria?					
16754	NODE_16755_length_5896_cov_11.863551	5896	8.84581	8.84581	22.5529	bin.023	62.0							Bacteria?					
16762	NODE_16763_length_5895_cov_5.183733	5895	7.37285	7.37285	9.09273	bin.023	57.0							Bacteria?					
16764	NODE_16765_length_5894_cov_8.059085	5894	11.8837	11.8837	13.1907	bin.023	56.0							Bacteria?					
16765	NODE_16766_length_5894_cov_7.429868	5894	9.77855	9.77855	15.5625	bin.023	61.0							Bacteria?					
16769	NODE_16770_length_5893_cov_4.536143	5893	6.87289	6.87289	6.065	bin.023	63.0							Bacteria?					
16772	NODE_16773_length_5892_cov_4.114100	5892	6.34587	6.34587	5.43507	bin.023	62.0							Bacteria?					
16773	NODE_16774_length_5892_cov_3.970875	5892	6.39516	6.39516	9.1532	bin.023	59.0							Bacteria?					
16774	NODE_16775_length_5892_cov_3.592770	5892	6.08046	6.08046	7.13499	bin.023	57.0							Bacteria?					
16775	NODE_16776_length_5892_cov_3.331335	5892	5.28457	5.28457	6.31467	bin.023	62.0							Bacteria?					
16776	NODE_16777_length_5891_cov_3.093900	5891	5.07438	5.07438	6.41339	bin.023	60.0							Bacteria?					
16778	NODE_16779_length_5889_cov_4.349674	5889	6.92525	6.92525	9.58751	bin.023	61.0							Bacteria?					
16779	NODE_16780_length_5889_cov_4.033596	5889	6.35511	6.35511	6.3699	bin.023	61.0							Bacteria?					
16781	NODE_16782_length_5889_cov_3.710319	5889	5.83307	5.83307	6.72455	bin.023	64.0							Bacteria?					
16783	NODE_16784_length_5889_cov_3.153068	5889	5.0467	5.0467	5.37843	bin.023	58.0							Bacteria?					
16785	NODE_16786_length_5888_cov_4.110578	5888	6.92924	6.92924	6.07272	bin.023	57.0							Bacteria?					
16786	NODE_16787_length_5888_cov_3.773530	5888	6.25601	6.25601	4.41535	bin.023	59.0							Bacteria?					
16788	NODE_16789_length_5887_cov_3.552812	5887	5.58585	5.58585	8.2055	bin.023	62.0							Bacteria?					
16789	NODE_16790_length_5887_cov_3.161351	5887	5.06554	5.06554	6.74789	bin.023	54.0							Bacteria?					
16794	NODE_16795_length_5886_cov_3.350883	5886	5.05439	5.05439	6.78621	bin.023	63.0							Bacteria?					
16795	NODE_16796_length_5886_cov_3.154519	5886	4.71461	4.71461	5.05236	bin.023	60.0							Bacteria?					
16801	NODE_16802_length_5884_cov_4.070853	5884	6.29456	6.29456	11.5342	bin.023	63.0							Bacteria?					
16803	NODE_16804_length_5884_cov_3.098473	5884	5.06313	5.06313	6.08005	bin.023	55.0							Bacteria?					
16804	NODE_16805_length_5883_cov_4.103981	5883	6.19013	6.19013	15.6029	bin.023	59.0	bin.023	0.593	0.027	0.113	0.04	0.593	dsDNAphage	5880.0	0.0	18.2	9.1	|full
16805	NODE_16806_length_5883_cov_4.028826	5883	6.37642	6.37642	13.6769	bin.023	62.0							Bacteria?					
16807	NODE_16808_length_5883_cov_2.221688	5883	3.50968	3.50968	2.39265	bin.023	52.0							Bacteria?					
16810	NODE_16811_length_5882_cov_4.908529	5882	7.40806	7.40806	11.0147	bin.023	57.0							Bacteria?					
16812	NODE_16813_length_5882_cov_2.647675	5882	4.39375	4.39375	2.98662	bin.023	59.0							Bacteria?					
16815	NODE_16816_length_5881_cov_4.355475	5881	6.03804	6.03804	8.5651	bin.023	61.0							Bacteria?					
16816	NODE_16817_length_5881_cov_4.210608	5881	6.82289	6.82289	8.82422	bin.023	55.0							Bacteria?					
16818	NODE_16819_length_5881_cov_3.793683	5881	5.99442	5.99442	10.2237	bin.023	58.0							Bacteria?					
16821	NODE_16822_length_5880_cov_4.881545	5880	7.65218	7.65218	10.1949	bin.023	60.0							Bacteria?					
16825	NODE_16826_length_5880_cov_2.817511	5880	4.30628	4.30628	3.97824	bin.023	54.0							Bacteria?					
16827	NODE_16828_length_5879_cov_4.514423	5879	7.22814	7.22814	6.09229	bin.023	62.0							Bacteria?					
16828	NODE_16829_length_5879_cov_3.824691	5879	6.76279	6.76279	7.01897	bin.023	63.0							Bacteria?					
16833	NODE_16834_length_5878_cov_2.518633	5878	4.00716	4.00716	3.85901	bin.023	57.0							Bacteria?					
16840	NODE_16841_length_5876_cov_4.634083	5876	6.1584	6.1584	10.6739	bin.023	54.0							Bacteria?					
16841	NODE_16842_length_5876_cov_3.841780	5876	5.72354	5.72354	7.77561	bin.023	61.0							Bacteria?					
16846	NODE_16847_length_5875_cov_3.945189	5875	5.96175	5.96175	7.61225	bin.023	55.0							Bacteria?					
16847	NODE_16848_length_5875_cov_3.362027	5875	5.22917	5.22917	6.06427	bin.023	60.0							Bacteria?					
16849	NODE_16850_length_5874_cov_3.987970	5874	6.58001	6.58001	5.85484	bin.023	63.0							Bacteria?					
16852	NODE_16853_length_5874_cov_3.275649	5874	5.32215	5.32215	4.85996	bin.023	61.0							Bacteria?					
16854	NODE_16855_length_5873_cov_4.508938	5873	7.21317	7.21317	8.4727	bin.023	61.0							Bacteria?					
16855	NODE_16856_length_5873_cov_3.990203	5873	6.08579	6.08579	10.4415	bin.023	64.0							Bacteria?					
16861	NODE_16862_length_5872_cov_5.452639	5872	8.21898	8.21898	12.2963	bin.023	59.0							Bacteria?					
16864	NODE_16865_length_5871_cov_4.210454	5871	6.98724	6.98724	6.4779	bin.023	62.0							Bacteria?					
16865	NODE_16866_length_5871_cov_3.986245	5871	5.65181	5.65181	4.37624	bin.023	59.0							Bacteria?					
16868	NODE_16869_length_5871_cov_3.167985	5871	5.02692	5.02692	3.05173	bin.023	64.0							Bacteria?					
16870	NODE_16871_length_5870_cov_4.958555	5870	7.79598	7.79598	9.34442	bin.023	56.0							Bacteria?					
16871	NODE_16872_length_5870_cov_4.392777	5870	7.08969	7.08969	6.4838	bin.023	55.0							Bacteria?					
16872	NODE_16873_length_5870_cov_4.182115	5870	6.5486	6.5486	6.60401	bin.023	57.0	bin.023	0.947	0.033	0.08	0.173	0.947	dsDNAphage	5798.0	1.0	20.0	10.0	|full
16873	NODE_16874_length_5870_cov_4.142390	5870	6.89178	6.89178	9.50425	bin.023	56.0							Bacteria?					
16874	NODE_16875_length_5870_cov_4.009286	5870	6.54825	6.54825	8.87546	bin.023	56.0							Bacteria?					
16876	NODE_16877_length_5869_cov_4.205022	5869	6.48575	6.48575	11.8606	bin.023	58.0							Bacteria?					
16877	NODE_16878_length_5869_cov_4.156175	5869	6.69977	6.69977	7.97403	bin.023	58.0							Bacteria?					
16878	NODE_16879_length_5869_cov_4.039216	5869	6.34884	6.34884	6.63616	bin.023	61.0							Bacteria?					
16882	NODE_16883_length_5869_cov_2.604919	5869	4.34202	4.34202	4.09006	bin.023	56.0							Bacteria?					
16885	NODE_16886_length_5868_cov_2.880440	5868	4.63449	4.63449	5.32561	bin.023	58.0							Bacteria?					
16889	NODE_16890_length_5867_cov_3.645045	5867	5.7322	5.7322	6.47336	bin.023	57.0							Bacteria?					
16890	NODE_16891_length_5867_cov_3.517206	5867	5.49904	5.49904	2.87777	bin.023	63.0							Bacteria?					
16893	NODE_16894_length_5866_cov_6.518155	5866	9.35374	9.35374	15.0836	bin.023	59.0							Bacteria?					
16894	NODE_16895_length_5866_cov_5.039408	5866	8.17495	8.17495	10.5066	bin.023	59.0							Bacteria?					
16895	NODE_16896_length_5866_cov_3.660988	5866	5.63961	5.63961	8.2988	bin.023	53.0							Bacteria?					
16897	NODE_16898_length_5865_cov_3.735800	5865	5.98635	5.98635	5.28813	bin.023	55.0							Bacteria?					
16900	NODE_16901_length_5864_cov_3.644689	5864	5.86489	5.86489	5.40195	bin.023	54.0							Bacteria?					
16906	NODE_16907_length_5863_cov_4.456095	5863	7.34693	7.34693	8.36556	bin.023	59.0							Bacteria?					
16907	NODE_16908_length_5863_cov_3.969869	5863	6.29302	6.29302	9.33191	bin.023	65.0							Bacteria?					
16908	NODE_16909_length_5863_cov_3.942321	5863	5.73447	5.73447	5.95723	bin.023	61.0							Bacteria?					
16912	NODE_16913_length_5862_cov_6.025831	5862	8.16264	8.16264	9.5718	bin.023	62.0							Bacteria?					
16918	NODE_16919_length_5861_cov_3.298657	5861	5.34442	5.34442	7.6246	bin.023	62.0							Bacteria?					
16920	NODE_16921_length_5861_cov_3.088701	5861	4.85292	4.85292	5.41051	bin.023	58.0	bin.023	0.453	0.153	0.333	0.607	0.607	NCLDV	5860.0	0.0	50.0	0.0	|full
16922	NODE_16923_length_5860_cov_5.336606	5860	8.26095	8.26095	7.81552	bin.023	60.0							Bacteria?					
16923	NODE_16924_length_5860_cov_4.089578	5860	6.52312	6.52312	7.36068	bin.023	61.0							Bacteria?					
16924	NODE_16925_length_5860_cov_4.061671	5860	6.06673	6.06673	5.73549	bin.023	55.0							Bacteria?					
16925	NODE_16926_length_5860_cov_3.957450	5860	6.18651	6.18651	5.64396	bin.023	58.0							Bacteria?					
16930	NODE_16931_length_5859_cov_4.004997	5859	6.67052	6.67052	7.2392	bin.023	62.0							Bacteria?					
16932	NODE_16933_length_5858_cov_4.060314	5858	6.60196	6.60196	7.1358	bin.023	56.0							Bacteria?					
16936	NODE_16937_length_5857_cov_4.388487	5857	7.0608	7.0608	9.02773	bin.023	59.0							Bacteria?					
16937	NODE_16938_length_5857_cov_3.625819	5857	5.45295	5.45295	5.79706	bin.023	56.0							Bacteria?					
16938	NODE_16939_length_5857_cov_3.276801	5857	5.12826	5.12826	4.83344	bin.023	60.0							Bacteria?					
16944	NODE_16945_length_5856_cov_2.840545	5856	4.40379	4.40379	3.90877	bin.023	52.0							Bacteria?					
16949	NODE_16950_length_5855_cov_6.675172	5855	10.1013	10.1013	11.3266	bin.023	59.0							Bacteria?					
16950	NODE_16951_length_5855_cov_4.573621	5855	6.93672	6.93672	8.64967	bin.023	65.0							Bacteria?					
16951	NODE_16952_length_5855_cov_3.851379	5855	6.22489	6.22489	6.27147	bin.023	54.0							Bacteria?					
16952	NODE_16953_length_5855_cov_3.836379	5855	5.92778	5.92778	10.4168	bin.023	60.0	bin.023	0.02	0.0	0.127	0.767	0.767	NCLDV	5855.0	0.0	20.0	0.0	|full
16956	NODE_16957_length_5854_cov_3.740645	5854	5.87412	5.87412	7.84191	bin.023	59.0							Bacteria?					
16957	NODE_16958_length_5854_cov_3.441283	5854	5.50561	5.50561	5.61069	bin.023	59.0							Bacteria?					
16958	NODE_16959_length_5854_cov_3.344887	5854	5.19407	5.19407	5.25269	bin.023	57.0							Bacteria?					
16964	NODE_16965_length_5853_cov_4.051052	5853	6.00666	6.00666	5.31876	bin.023	61.0							Bacteria?					
16967	NODE_16968_length_5853_cov_2.915488	5853	4.74031	4.74031	3.81875	bin.023	60.0							Bacteria?					
16970	NODE_16971_length_5852_cov_4.524064	5852	7.14977	7.14977	10.2887	bin.023	59.0							Bacteria?					
16971	NODE_16972_length_5852_cov_3.687942	5852	5.77727	5.77727	7.30842	bin.023	57.0							Bacteria?					
16972	NODE_16973_length_5852_cov_3.515784	5852	5.57296	5.57296	4.36362	bin.023	59.0							Bacteria?					
16973	NODE_16974_length_5852_cov_3.309988	5852	5.16766	5.16766	4.44684	bin.023	61.0							Bacteria?					
16979	NODE_16980_length_5851_cov_4.777433	5851	6.90598	6.90598	8.33819	bin.023	60.0							Bacteria?					
16980	NODE_16981_length_5851_cov_4.122498	5851	6.74005	6.74005	6.75202	bin.023	64.0	bin.023	0.967	0.14	0.193	0.14	0.967	dsDNAphage	5849.0	1.0	33.3	0.0	|full
16981	NODE_16982_length_5851_cov_3.590235	5851	5.82722	5.82722	4.74836	bin.023	63.0							Bacteria?					
16982	NODE_16983_length_5851_cov_2.831953	5851	4.48465	4.48465	6.83514	bin.023	57.0							Bacteria?					
16984	NODE_16985_length_5850_cov_3.769802	5850	5.91368	5.91368	7.09802	bin.023	56.0							Bacteria?					
16986	NODE_16987_length_5850_cov_3.369456	5850	5.28035	5.28035	5.69203	bin.023	60.0							Bacteria?					
16988	NODE_16989_length_5850_cov_2.951855	5850	4.88895	4.88895	5.58638	bin.023	57.0							Bacteria?					
16989	NODE_16990_length_5850_cov_2.844176	5850	4.57491	4.57491	5.64264	bin.023	58.0							Bacteria?					
16990	NODE_16991_length_5850_cov_2.733218	5850	4.4586	4.4586	4.22441	bin.023	60.0							Bacteria?					
16993	NODE_16994_length_5848_cov_3.968928	5848	6.24184	6.24184	8.10342	bin.023	59.0							Bacteria?					
16998	NODE_16999_length_5847_cov_5.193370	5847	8.11813	8.11813	8.40502	bin.023	55.0							Bacteria?					
17001	NODE_17002_length_5846_cov_4.384044	5846	6.83725	6.83725	6.02747	bin.023	57.0							Bacteria?					
17003	NODE_17004_length_5845_cov_4.199309	5845	6.80966	6.80966	10.3941	bin.023	58.0							Bacteria?					
17004	NODE_17005_length_5845_cov_2.890846	5845	4.51326	4.51326	4.21572	bin.023	61.0							Bacteria?					
17010	NODE_17011_length_5843_cov_4.383207	5843	6.87651	6.87651	7.16163	bin.023	61.0							Bacteria?					
17012	NODE_17013_length_5843_cov_3.492398	5843	5.93782	5.93782	4.78959	bin.023	62.0							Bacteria?					
17013	NODE_17014_length_5843_cov_3.348307	5843	5.29387	5.29387	4.98048	bin.023	59.0							Bacteria?					
17014	NODE_17015_length_5843_cov_2.914133	5843	4.90374	4.90374	5.27007	bin.023	64.0							Bacteria?					
17017	NODE_17018_length_5842_cov_4.642993	5842	6.9357	6.9357	7.1432	bin.023	61.0							Bacteria?					
17020	NODE_17021_length_5841_cov_7.013654	5841	10.2244	10.2244	13.7407	bin.023	60.0							Bacteria?					
17021	NODE_17022_length_5841_cov_5.363636	5841	7.95677	7.95677	15.9572	bin.023	60.0							Bacteria?					
17022	NODE_17023_length_5841_cov_4.067058	5841	6.53101	6.53101	6.58008	bin.023	62.0							Bacteria?					
17023	NODE_17024_length_5841_cov_3.947632	5841	6.20506	6.20506	6.49928	bin.023	59.0							Bacteria?					
17024	NODE_17025_length_5841_cov_2.783961	5841	4.40836	4.40836	3.2574	bin.023	63.0							Bacteria?					
17026	NODE_17027_length_5840_cov_5.196889	5840	6.68313	6.68313	11.5221	bin.023	62.0							Bacteria?					
17027	NODE_17028_length_5840_cov_4.281072	5840	6.62513	6.62513	6.1184	bin.023	59.0							Bacteria?					
17030	NODE_17031_length_5839_cov_4.214039	5839	6.2489	6.2489	8.20034	bin.023	62.0							Bacteria?					
17031	NODE_17032_length_5839_cov_3.944675	5839	6.35613	6.35613	7.29687	bin.023	58.0	bin.023	0.22	0.0	0.033	0.627	0.627	NCLDV	5836.0	0.0	40.0	0.0	|full
17032	NODE_17033_length_5839_cov_3.835408	5839	5.70118	5.70118	6.82588	bin.023	54.0							Bacteria?					
17037	NODE_17038_length_5838_cov_4.260418	5838	6.60408	6.60408	6.81843	bin.023	61.0							Bacteria?					
17040	NODE_17041_length_5837_cov_4.439121	5837	6.42729	6.42729	9.34058	bin.023	56.0							Bacteria?					
17041	NODE_17042_length_5837_cov_4.330336	5837	7.09794	7.09794	6.69015	bin.023	63.0	bin.023	0.027	0.0	0.193	0.567	0.567	NCLDV	5837.0	0.0	25.0	0.0	|full
17043	NODE_17044_length_5837_cov_3.215669	5837	5.18076	5.18076	4.75291	bin.023	60.0							Bacteria?					
17045	NODE_17046_length_5836_cov_5.135098	5836	6.89501	6.89501	5.49417	bin.023	64.0							Bacteria?					
17046	NODE_17047_length_5836_cov_4.775644	5836	6.68677	6.68677	8.13868	bin.023	60.0							Bacteria?					
17047	NODE_17048_length_5836_cov_3.435738	5836	5.26996	5.26996	6.18514	bin.023	60.0							Bacteria?					
17048	NODE_17049_length_5836_cov_3.368275	5836	5.40749	5.40749	4.48244	bin.023	61.0							Bacteria?					
17050	NODE_17051_length_5836_cov_3.000692	5836	4.74569	4.74569	6.10002	bin.023	55.0							Bacteria?					
17053	NODE_17054_length_5835_cov_3.587543	5835	5.53333	5.53333	5.8586	bin.023	55.0							Bacteria?					
17056	NODE_17057_length_5834_cov_3.843052	5834	6.40887	6.40887	5.55734	bin.023	61.0							Bacteria?					
17058	NODE_17059_length_5834_cov_3.205053	5834	5.09641	5.09641	4.63015	bin.023	56.0							Bacteria?					
17061	NODE_17062_length_5833_cov_3.754933	5833	5.48988	5.48988	7.0564	bin.023	59.0							Bacteria?					
17063	NODE_17064_length_5833_cov_3.634129	5833	5.71635	5.71635	6.70164	bin.023	58.0							Bacteria?					
17065	NODE_17066_length_5833_cov_2.823295	5833	4.48865	4.48865	3.62694	bin.023	55.0	bin.023	0.78	0.04	0.013	0.253	0.78	dsDNAphage	5831.0	0.0	36.4	18.2	|full
17068	NODE_17069_length_5832_cov_7.354509	5832	10.6793	10.6793	13.1826	bin.023	58.0							Bacteria?					
17071	NODE_17072_length_5832_cov_3.330275	5832	5.27789	5.27789	4.41055	bin.023	58.0							Bacteria?					
17075	NODE_17076_length_5832_cov_3.011944	5832	4.55913	4.55913	3.90754	bin.023	65.0							Bacteria?					
