	seqname	contigLen	totalAvgDepth	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
4605	NODE_4606_length_5227_cov_4.360015	5227	6.57455	6.57455	8.95929	bin.001	63							Bacteria?					
4609	NODE_4610_length_5224_cov_3.251693	5224	4.89476	4.89476	5.41528	bin.001	55							Bacteria?					
4611	NODE_4612_length_5223_cov_4.862229	5223	7.29411	7.29411	7.92564	bin.001	61							Bacteria?					
4614	NODE_4615_length_5221_cov_4.704413	5221	7.3942	7.3942	8.86534	bin.001	58							Bacteria?					
4615	NODE_4616_length_5221_cov_3.618467	5221	5.46145	5.46145	5.57479	bin.001	62							Bacteria?					
4616	NODE_4617_length_5220_cov_5.451694	5220	8.1925	8.1925	12.1384	bin.001	57							Bacteria?					
4617	NODE_4618_length_5220_cov_5.385286	5220	7.87712	7.87712	9.46282	bin.001	55							Bacteria?					
4618	NODE_4619_length_5220_cov_3.912488	5220	6.2359	6.2359	9.56944	bin.001	60							Bacteria?					
4621	NODE_4622_length_5218_cov_4.717993	5218	7.39365	7.39365	9.04359	bin.001	58							Bacteria?					
4623	NODE_4624_length_5217_cov_3.910112	5217	5.35307	5.35307	4.81226	bin.001	58							Bacteria?					
4624	NODE_4625_length_5217_cov_3.643355	5217	5.69903	5.69903	11.0279	bin.001	59							Bacteria?					
4632	NODE_4633_length_5212_cov_5.075238	5212	7.31628	7.31628	8.31789	bin.001	58							Bacteria?					
4635	NODE_4636_length_5211_cov_5.213150	5211	7.83323	7.83323	10.007	bin.001	59							Bacteria?					
4637	NODE_4638_length_5211_cov_2.504849	5211	3.918	3.918	2.95916	bin.001	59							Bacteria?					
4638	NODE_4639_length_5209_cov_6.187039	5209	9.05317	9.05317	13.6624	bin.001	61							Bacteria?					
4639	NODE_4640_length_5209_cov_4.155607	5209	5.90136	5.90136	6.43574	bin.001	57							Bacteria?					
4642	NODE_4643_length_5208_cov_4.517951	5208	6.48932	6.48932	6.49366	bin.001	60							Bacteria?					
4643	NODE_4644_length_5208_cov_4.210557	5208	6.10815	6.10815	8.87526	bin.001	59							Bacteria?					
4644	NODE_4645_length_5208_cov_3.932272	5208	5.95334	5.95334	8.3862	bin.001	57							Bacteria?					
4645	NODE_4646_length_5207_cov_3.897904	5207	5.90765	5.90765	6.74356	bin.001	57							Bacteria?					
4648	NODE_4649_length_5206_cov_4.705688	5206	7.05063	7.05063	7.9175	bin.001	56							Bacteria?					
4649	NODE_4650_length_5205_cov_4.628932	5205	7.34481	7.34481	8.69855	bin.001	56							Bacteria?					
4652	NODE_4653_length_5203_cov_3.611500	5203	5.585	5.585	5.7807	bin.001	58							Bacteria?					
4654	NODE_4655_length_5201_cov_3.860474	5201	5.94714	5.94714	7.28142	bin.001	60							Bacteria?					
4655	NODE_4656_length_5201_cov_3.796930	5201	5.65967	5.65967	7.89744	bin.001	62							Bacteria?					
4656	NODE_4657_length_5200_cov_3.363071	5200	5.1396	5.1396	4.89731	bin.001	61							Bacteria?					
4657	NODE_4658_length_5199_cov_3.935848	5199	6.6427	6.6427	7.13739	bin.001	61							Bacteria?					
4660	NODE_4661_length_5197_cov_2.751070	5197	4.37151	4.37151	3.98932	bin.001	59							Bacteria?					
4661	NODE_4662_length_5196_cov_3.705310	5196	5.52041	5.52041	4.67462	bin.001	57							Bacteria?					
4662	NODE_4663_length_5196_cov_3.595020	5196	5.565	5.565	5.23857	bin.001	57							Bacteria?					
4665	NODE_4666_length_5193_cov_3.199689	5193	4.64585	4.64585	4.45773	bin.001	63							Bacteria?					
4667	NODE_4668_length_5192_cov_3.432938	5192	4.89191	4.89191	3.78181	bin.001	55							Bacteria?					
4668	NODE_4669_length_5192_cov_2.486665	5192	3.82249	3.82249	3.82384	bin.001	60							Bacteria?					
4669	NODE_4670_length_5191_cov_4.648949	5191	6.91391	6.91391	11.7815	bin.001	58							Bacteria?					
4671	NODE_4672_length_5191_cov_3.120911	5191	4.80222	4.80222	4.3874	bin.001	59							Bacteria?					
4673	NODE_4674_length_5190_cov_3.528335	5190	5.50218	5.50218	4.78831	bin.001	62							Bacteria?					
4674	NODE_4675_length_5190_cov_2.704771	5190	4.16548	4.16548	2.54848	bin.001	53							Bacteria?					
4677	NODE_4678_length_5188_cov_4.022209	5188	6.55161	6.55161	11.1709	bin.001	62							Bacteria?					
4679	NODE_4680_length_5187_cov_5.030008	5187	6.90987	6.90987	7.79408	bin.001	57							Bacteria?					
4680	NODE_4681_length_5187_cov_3.359899	5187	5.27596	5.27596	6.5164	bin.001	59							Bacteria?					
4681	NODE_4682_length_5185_cov_3.532749	5185	4.86058	4.86058	4.52483	bin.001	60							Bacteria?					
4682	NODE_4683_length_5184_cov_5.774615	5184	8.8089	8.8089	11.2536	bin.001	59	bin.001	0.887	0.587	0.833	0.853	0.887	dsDNAphage	5184.0	0.0	66.7	0.0	|full
4683	NODE_4684_length_5184_cov_3.183077	5184	4.86512	4.86512	4.82553	bin.001	60							Bacteria?					
4684	NODE_4685_length_5184_cov_3.008189	5184	4.60568	4.60568	5.09363	bin.001	60							Bacteria?					
4688	NODE_4689_length_5181_cov_4.300429	5181	6.52395	6.52395	7.29329	bin.001	56							Bacteria?					
4692	NODE_4693_length_5178_cov_4.725551	5178	7.41965	7.41965	5.307	bin.001	60							Bacteria?					
4693	NODE_4694_length_5178_cov_4.076713	5178	6.2854	6.2854	10.7362	bin.001	57							Bacteria?					
4694	NODE_4695_length_5176_cov_5.821324	5176	8.14883	8.14883	11.335	bin.001	58							Bacteria?					
4696	NODE_4697_length_5175_cov_6.221289	5175	8.43244	8.43244	15.0241	bin.001	59							Bacteria?					
4697	NODE_4698_length_5175_cov_4.042578	5175	6.84279	6.84279	7.22654	bin.001	60							Bacteria?					
4698	NODE_4699_length_5175_cov_3.897266	5175	5.92418	5.92418	8.50719	bin.001	57							Bacteria?					
4699	NODE_4700_length_5175_cov_3.482227	5175	5.44318	5.44318	5.65488	bin.001	55							Bacteria?					
4702	NODE_4703_length_5173_cov_5.402110	5173	8.46187	8.46187	11.9234	bin.001	58							Bacteria?					
4705	NODE_4706_length_5172_cov_3.918312	5172	5.93688	5.93688	6.09017	bin.001	59							Bacteria?					
4706	NODE_4707_length_5172_cov_3.552863	5172	5.71266	5.71266	5.38949	bin.001	60							Bacteria?					
4707	NODE_4708_length_5171_cov_5.765637	5171	8.82952	8.82952	10.4422	bin.001	62							Bacteria?					
4708	NODE_4709_length_5171_cov_4.338350	5171	6.37463	6.37463	5.25857	bin.001	64							Bacteria?					
4710	NODE_4711_length_5170_cov_3.837732	5170	5.97311	5.97311	6.49554	bin.001	61							Bacteria?					
4711	NODE_4712_length_5170_cov_2.417986	5170	3.7759	3.7759	4.32678	bin.001	53							Bacteria?					
4712	NODE_4713_length_5169_cov_6.339851	5169	8.50548	8.50548	21.7867	bin.001	57							Bacteria?					
4713	NODE_4714_length_5169_cov_5.131795	5169	5.26499	5.26499	6.84446	bin.001	58							Bacteria?					
4714	NODE_4715_length_5169_cov_4.354321	5169	6.67125	6.67125	9.06648	bin.001	60							Bacteria?					
4715	NODE_4716_length_5168_cov_6.793272	5168	10.2373	10.2373	11.9013	bin.001	60	bin.001	0.64	0.007	0.253	0.727	0.727	NCLDV	5167.0	0.0	25.0	0.0	|full
4717	NODE_4718_length_5167_cov_4.975939	5167	7.62846	7.62846	8.65536	bin.001	54							Bacteria?					
4718	NODE_4719_length_5167_cov_3.993740	5167	6.0596	6.0596	7.87194	bin.001	58							Bacteria?					
4719	NODE_4720_length_5167_cov_2.586854	5167	4.02651	4.02651	3.58246	bin.001	57							Bacteria?					
4721	NODE_4722_length_5164_cov_4.297514	5164	6.66713	6.66713	7.23677	bin.001	58							Bacteria?					
4725	NODE_4726_length_5161_cov_4.122405	5161	6.35083	6.35083	13.2063	bin.001	63	bin.001	0.12	0.0	0.007	0.78	0.78	NCLDV	5158.0	0.0	16.7	0.0	|full
4727	NODE_4728_length_5159_cov_4.419083	5159	5.29267	5.29267	4.67709	bin.001	60							Bacteria?					
4729	NODE_4730_length_5158_cov_5.408387	5158	8.39597	8.39597	5.92211	bin.001	58							Bacteria?					
4730	NODE_4731_length_5158_cov_4.484813	5158	6.877	6.877	6.01185	bin.001	57							Bacteria?					
4731	NODE_4732_length_5157_cov_4.164837	5157	6.19293	6.19293	7.20484	bin.001	58							Bacteria?					
4733	NODE_4734_length_5157_cov_2.785574	5157	4.11544	4.11544	4.22151	bin.001	53							Bacteria?					
4735	NODE_4736_length_5155_cov_4.247451	5155	6.34286	6.34286	11.5522	bin.001	57							Bacteria?					
4737	NODE_4738_length_5153_cov_14.195371	5153	10.9011	10.9011	81.4585	bin.001	55							Bacteria?					
4738	NODE_4739_length_5153_cov_6.781875	5153	9.67579	9.67579	14.3372	bin.001	60							Bacteria?					
4740	NODE_4741_length_5152_cov_4.881303	5152	7.59716	7.59716	10.5251	bin.001	62							Bacteria?					
4743	NODE_4744_length_5151_cov_3.893838	5151	5.9894	5.9894	5.63326	bin.001	54							Bacteria?					
4744	NODE_4745_length_5151_cov_3.431319	5151	5.30294	5.30294	5.18958	bin.001	55							Bacteria?					
4745	NODE_4746_length_5150_cov_7.194504	5150	10.2606	10.2606	12.9265	bin.001	57							Bacteria?					
4746	NODE_4747_length_5150_cov_4.250049	5150	6.112	6.112	7.01637	bin.001	53							Bacteria?					
4747	NODE_4748_length_5150_cov_2.836114	5150	4.1858	4.1858	5.18264	bin.001	56							Bacteria?					
4750	NODE_4751_length_5149_cov_3.544170	5149	5.26545	5.26545	8.68115	bin.001	59							Bacteria?					
4751	NODE_4752_length_5148_cov_4.570587	5148	6.73509	6.73509	8.19393	bin.001	57							Bacteria?					
4754	NODE_4755_length_5147_cov_3.441870	5147	5.54933	5.54933	7.32814	bin.001	61							Bacteria?					
4755	NODE_4756_length_5146_cov_4.443135	5146	7.06045	7.06045	9.76532	bin.001	61							Bacteria?					
4756	NODE_4757_length_5146_cov_3.033982	5146	4.69095	4.69095	5.99818	bin.001	61							Bacteria?					
4758	NODE_4759_length_5145_cov_3.728094	5145	5.88789	5.88789	7.3547	bin.001	60							Bacteria?					
4763	NODE_4764_length_5143_cov_2.591785	5143	3.89625	3.89625	3.07778	bin.001	59							Bacteria?					
4764	NODE_4765_length_5141_cov_6.478765	5141	8.56041	8.56041	9.68928	bin.001	56							Bacteria?					
4765	NODE_4766_length_5141_cov_5.219426	5141	7.63174	7.63174	10.3173	bin.001	57							Bacteria?					
4766	NODE_4767_length_5140_cov_4.991347	5140	7.49539	7.49539	10.4576	bin.001	62							Bacteria?					
4767	NODE_4768_length_5140_cov_2.531563	5140	3.96914	3.96914	3.4266	bin.001	59							Bacteria?					
4768	NODE_4769_length_5139_cov_3.784225	5139	5.62137	5.62137	6.41938	bin.001	60	bin.001	0.107	0.0	0.173	0.547	0.547	NCLDV	5137.0	0.0	20.0	0.0	|full
4772	NODE_4773_length_5136_cov_6.793348	5136	10.4473	10.4473	9.32773	bin.001	58							Bacteria?					
4773	NODE_4774_length_5136_cov_3.995670	5136	6.11933	6.11933	7.10892	bin.001	58							Bacteria?					
4774	NODE_4775_length_5136_cov_3.300925	5136	5.02427	5.02427	4.45578	bin.001	60							Bacteria?					
4775	NODE_4776_length_5135_cov_3.860039	5135	5.73741	5.73741	7.15835	bin.001	59							Bacteria?					
4777	NODE_4778_length_5133_cov_3.509256	5133	5.42926	5.42926	7.75087	bin.001	54							Bacteria?					
4778	NODE_4779_length_5132_cov_4.050030	5132	6.0835	6.0835	7.73737	bin.001	60							Bacteria?					
4779	NODE_4780_length_5132_cov_3.782549	5132	5.56383	5.56383	7.20277	bin.001	57							Bacteria?					
4782	NODE_4783_length_5130_cov_5.790936	5130	6.73193	6.73193	12.8984	bin.001	57							Bacteria?					
4785	NODE_4786_length_5129_cov_4.110564	5129	6.17032	6.17032	5.70377	bin.001	58							Bacteria?					
4790	NODE_4791_length_5125_cov_3.321302	5125	5.09327	5.09327	5.50741	bin.001	58							Bacteria?					
4796	NODE_4797_length_5119_cov_4.617891	5119	6.63514	6.63514	8.82666	bin.001	60							Bacteria?					
4800	NODE_4801_length_5118_cov_3.494963	5118	5.27899	5.27899	4.30427	bin.001	60							Bacteria?					
4803	NODE_4804_length_5117_cov_4.437377	5117	6.67365	6.67365	8.51207	bin.001	60							Bacteria?					
4804	NODE_4805_length_5116_cov_3.282158	5116	4.88139	4.88139	5.7371	bin.001	62							Bacteria?					
4805	NODE_4806_length_5115_cov_4.499209	5115	6.63827	6.63827	8.88516	bin.001	56							Bacteria?					
4806	NODE_4807_length_5114_cov_4.621862	5114	7.63356	7.63356	10.2887	bin.001	64							Bacteria?					
4807	NODE_4808_length_5113_cov_6.038157	5113	8.45416	8.45416	10.8381	bin.001	60							Bacteria?					
4809	NODE_4810_length_5113_cov_2.665678	5113	3.94761	3.94761	4.71102	bin.001	58							Bacteria?					
4810	NODE_4811_length_5112_cov_5.710105	5112	7.91133	7.91133	11.5946	bin.001	59							Bacteria?					
4811	NODE_4812_length_5112_cov_3.452442	5112	5.2102	5.2102	4.94368	bin.001	58							Bacteria?					
4814	NODE_4815_length_5111_cov_3.734968	5111	5.95122	5.95122	5.96713	bin.001	56							Bacteria?					
4815	NODE_4816_length_5109_cov_5.813019	5109	8.25368	8.25368	8.79316	bin.001	58							Bacteria?					
4816	NODE_4817_length_5109_cov_4.589434	5109	6.89776	6.89776	8.8715	bin.001	62							Bacteria?					
4818	NODE_4819_length_5108_cov_5.629131	5108	7.58249	7.58249	7.16144	bin.001	58							Bacteria?					
4819	NODE_4820_length_5108_cov_4.509598	5108	6.87475	6.87475	8.12221	bin.001	59							Bacteria?					
4820	NODE_4821_length_5108_cov_4.376212	5108	6.45401	6.45401	6.21175	bin.001	58							Bacteria?					
4821	NODE_4822_length_5107_cov_4.972090	5107	6.83195	6.83195	8.1348	bin.001	54							Bacteria?					
4822	NODE_4823_length_5107_cov_3.451108	5107	5.38451	5.38451	5.96993	bin.001	64							Bacteria?					
4824	NODE_4825_length_5105_cov_3.584752	5105	5.34652	5.34652	6.86106	bin.001	58							Bacteria?					
4827	NODE_4828_length_5103_cov_3.342710	5103	5.39834	5.39834	6.34864	bin.001	59							Bacteria?					
4829	NODE_4830_length_5103_cov_2.903526	5103	4.43287	4.43287	4.52097	bin.001	59							Bacteria?					
4830	NODE_4831_length_5102_cov_4.603725	5102	7.0832	7.0832	7.82102	bin.001	56							Bacteria?					
4831	NODE_4832_length_5102_cov_3.689122	5102	5.74616	5.74616	6.34139	bin.001	62							Bacteria?					
4833	NODE_4834_length_5102_cov_3.246483	5102	4.80028	4.80028	4.96412	bin.001	57							Bacteria?					
4835	NODE_4836_length_5100_cov_4.295144	5100	6.46586	6.46586	9.4432	bin.001	61							Bacteria?					
4837	NODE_4838_length_5099_cov_4.168319	5099	6.68741	6.68741	7.12277	bin.001	61							Bacteria?					
4838	NODE_4839_length_5098_cov_4.017053	5098	6.33731	6.33731	5.60175	bin.001	57							Bacteria?					
4839	NODE_4840_length_5097_cov_5.232447	5097	7.92763	7.92763	7.54344	bin.001	63							Bacteria?					
4841	NODE_4842_length_5096_cov_5.697679	5096	8.24383	8.24383	10.4706	bin.001	61							Bacteria?					
4842	NODE_4843_length_5096_cov_5.658004	5096	7.89486	7.89486	9.86721	bin.001	57							Bacteria?					
4843	NODE_4844_length_5095_cov_6.621230	5095	9.47139	9.47139	9.23755	bin.001	59							Bacteria?					
4844	NODE_4845_length_5094_cov_3.772574	5094	5.58677	5.58677	5.82741	bin.001	60							Bacteria?					
4845	NODE_4846_length_5094_cov_3.688430	5094	5.56048	5.56048	5.80914	bin.001	64	bin.001	0.447	0.127	0.513	0.08	0.513	lavidaviridae	4967.0	0.0	60.0	0.0	|full
4847	NODE_4848_length_5093_cov_4.319571	5093	6.67469	6.67469	7.35348	bin.001	59							Bacteria?					
4848	NODE_4849_length_5092_cov_6.220965	5092	8.79988	8.79988	17.6927	bin.001	59							Bacteria?					
4849	NODE_4850_length_5091_cov_5.946386	5091	9.18377	9.18377	8.80927	bin.001	59							Bacteria?					
4850	NODE_4851_length_5091_cov_3.578038	5091	5.58814	5.58814	4.50705	bin.001	63							Bacteria?					
4853	NODE_4854_length_5088_cov_3.229883	5088	4.95646	4.95646	5.4243	bin.001	59							Bacteria?					
4855	NODE_4856_length_5087_cov_4.990064	5087	6.83755	6.83755	7.30509	bin.001	58							Bacteria?					
4857	NODE_4858_length_5086_cov_4.226396	5086	6.48197	6.48197	8.86761	bin.001	57							Bacteria?					
4858	NODE_4859_length_5086_cov_3.363347	5086	5.13351	5.13351	5.45636	bin.001	59							Bacteria?					
4860	NODE_4861_length_5085_cov_4.337773	5085	6.64559	6.64559	9.64565	bin.001	56							Bacteria?					
4861	NODE_4862_length_5084_cov_5.210777	5084	7.49433	7.49433	12.2676	bin.001	56							Bacteria?					
4862	NODE_4863_length_5083_cov_3.875298	5083	5.90148	5.90148	10.652	bin.001	62							Bacteria?					
4863	NODE_4864_length_5083_cov_2.712212	5083	4.23049	4.23049	3.72065	bin.001	59							Bacteria?					
4864	NODE_4865_length_5082_cov_4.110006	5082	6.26784	6.26784	5.30051	bin.001	57							Bacteria?					
4865	NODE_4866_length_5082_cov_3.256018	5082	5.04319	5.04319	4.95761	bin.001	62							Bacteria?					
4866	NODE_4867_length_5081_cov_4.541584	5081	6.855	6.855	9.35119	bin.001	59							Bacteria?					
4868	NODE_4869_length_5080_cov_2.919801	5080	4.41318	4.41318	3.32834	bin.001	57							Bacteria?					
4869	NODE_4870_length_5079_cov_6.504180	5079	9.6127	9.6127	17.4073	bin.001	58							Bacteria?					
4870	NODE_4871_length_5078_cov_6.057137	5078	8.653	8.653	11.1381	bin.001	55							Bacteria?					
4872	NODE_4873_length_5078_cov_5.371491	5078	8.05256	8.05256	13.7634	bin.001	59							Bacteria?					
4874	NODE_4875_length_5077_cov_5.770609	5077	8.39273	8.39273	16.0364	bin.001	58							Bacteria?					
4875	NODE_4876_length_5075_cov_2.569920	5075	4.03269	4.03269	3.08842	bin.001	50							Bacteria?					
4876	NODE_4877_length_5074_cov_2.994023	5074	4.38262	4.38262	5.13295	bin.001	59							Bacteria?					
4877	NODE_4878_length_5073_cov_3.610004	5073	5.43916	5.43916	3.63191	bin.001	62							Bacteria?					
4878	NODE_4879_length_5073_cov_3.558988	5073	4.29129	4.29129	3.65057	bin.001	62							Bacteria?					
4880	NODE_4881_length_5072_cov_3.136137	5072	4.89415	4.89415	3.57159	bin.001	61							Bacteria?					
4881	NODE_4882_length_5071_cov_3.103070	5071	4.58789	4.58789	4.605	bin.001	55							Bacteria?					
4883	NODE_4884_length_5070_cov_5.890130	5070	8.36484	8.36484	12.8151	bin.001	57							Bacteria?					
4885	NODE_4886_length_5070_cov_4.457029	5070	6.86667	6.86667	7.87003	bin.001	61							Bacteria?					
4886	NODE_4887_length_5070_cov_4.238285	5070	5.92967	5.92967	9.38377	bin.001	59							Bacteria?					
4887	NODE_4888_length_5070_cov_4.176072	5070	6.40854	6.40854	7.49599	bin.001	58							Bacteria?					
4889	NODE_4890_length_5068_cov_4.664472	5068	7.171	7.171	8.05597	bin.001	56							Bacteria?					
4890	NODE_4891_length_5068_cov_3.870936	5068	5.88898	5.88898	8.63556	bin.001	59							Bacteria?					
4891	NODE_4892_length_5066_cov_3.521652	5066	5.76668	5.76668	4.19357	bin.001	57							Bacteria?					
4895	NODE_4896_length_5065_cov_3.343912	5065	5.06551	5.06551	5.19741	bin.001	63							Bacteria?					
4901	NODE_4902_length_5062_cov_5.046934	5062	6.85505	6.85505	10.8448	bin.001	59							Bacteria?					
4902	NODE_4903_length_5062_cov_4.962852	5062	7.58632	7.58632	13.1602	bin.001	53							Bacteria?					
4904	NODE_4905_length_5062_cov_2.947074	5062	4.42976	4.42976	5.56334	bin.001	56	bin.001	0.553	0.047	0.14	0.093	0.553	dsDNAphage	4896.0	0.0	12.5	0.0	|full
4905	NODE_4906_length_5061_cov_3.807631	5061	5.49114	5.49114	8.51271	bin.001	60							Bacteria?					
4907	NODE_4908_length_5060_cov_5.017782	5060	7.41874	7.41874	8.22413	bin.001	58							Bacteria?					
4911	NODE_4912_length_5059_cov_3.509592	5059	5.45997	5.45997	6.52614	bin.001	56							Bacteria?					
4912	NODE_4913_length_5059_cov_3.443046	5059	5.39967	5.39967	5.60276	bin.001	57							Bacteria?					
4913	NODE_4914_length_5058_cov_6.992604	5058	9.40994	9.40994	9.73508	bin.001	57							Bacteria?					
4914	NODE_4915_length_5058_cov_6.623626	5058	9.68195	9.68195	16.552	bin.001	61	bin.001	1.0	0.853	0.473	0.133	1.0	dsDNAphage	5038.0	5.0	100.0	0.0	|full
4915	NODE_4916_length_5058_cov_4.217669	5058	6.59372	6.59372	7.9896	bin.001	64							Bacteria?					
4916	NODE_4917_length_5058_cov_4.062562	5058	6.26385	6.26385	9.01893	bin.001	56							Bacteria?					
4919	NODE_4920_length_5056_cov_3.558288	5056	5.57032	5.57032	4.80049	bin.001	56							Bacteria?					
4920	NODE_4921_length_5056_cov_3.507099	5056	5.383	5.383	5.25576	bin.001	59							Bacteria?					
4922	NODE_4923_length_5055_cov_4.182600	5055	6.78879	6.78879	7.77967	bin.001	60							Bacteria?					
4923	NODE_4924_length_5055_cov_3.980800	5055	6.31947	6.31947	8.26809	bin.001	64							Bacteria?					
4924	NODE_4925_length_5055_cov_3.908200	5055	6.01753	6.01753	7.05044	bin.001	57							Bacteria?					
4929	NODE_4930_length_5052_cov_5.924955	5052	9.01326	9.01326	12.4942	bin.001	61							Bacteria?					
4930	NODE_4931_length_5051_cov_4.363691	5051	6.64905	6.64905	7.08701	bin.001	59							Bacteria?					
4931	NODE_4932_length_5051_cov_3.828062	5051	5.7221	5.7221	5.04524	bin.001	60							Bacteria?					
4932	NODE_4933_length_5051_cov_2.643715	5051	4.07978	4.07978	3.28856	bin.001	59							Bacteria?					
4935	NODE_4936_length_5049_cov_3.126752	5049	4.98816	4.98816	4.40445	bin.001	61							Bacteria?					
4936	NODE_4937_length_5048_cov_5.090527	5048	6.49081	6.49081	7.35227	bin.001	57							Bacteria?					
4938	NODE_4939_length_5047_cov_4.746394	5047	7.58628	7.58628	11.6064	bin.001	59							Bacteria?					
4940	NODE_4941_length_5046_cov_4.246644	5046	6.67177	6.67177	7.55186	bin.001	60							Bacteria?					
4941	NODE_4942_length_5046_cov_2.604288	5046	3.97018	3.97018	3.60208	bin.001	55							Bacteria?					
4943	NODE_4944_length_5044_cov_5.589497	5044	8.5709	8.5709	14.5917	bin.001	60							Bacteria?					
4944	NODE_4945_length_5044_cov_4.758469	5044	7.43727	7.43727	6.58903	bin.001	52							Bacteria?					
4945	NODE_4946_length_5044_cov_4.381239	5044	6.72803	6.72803	7.86603	bin.001	64							Bacteria?					
4946	NODE_4947_length_5043_cov_6.425621	5043	9.44676	9.44676	14.91	bin.001	56							Bacteria?					
4949	NODE_4950_length_5042_cov_4.192902	5042	5.96995	5.96995	9.4713	bin.001	56							Bacteria?					
4950	NODE_4951_length_5042_cov_4.143774	5042	6.02903	6.02903	7.97256	bin.001	57							Bacteria?					
4952	NODE_4953_length_5041_cov_3.206578	5041	5.21652	5.21652	5.70787	bin.001	64							Bacteria?					
4953	NODE_4954_length_5040_cov_4.128987	5040	6.36912	6.36912	6.98902	bin.001	60							Bacteria?					
4954	NODE_4955_length_5040_cov_4.008626	5040	5.60593	5.60593	9.34348	bin.001	57							Bacteria?					
4955	NODE_4956_length_5040_cov_3.331194	5040	5.07117	5.07117	4.36841	bin.001	59	bin.001	0.167	0.02	0.547	0.187	0.547	lavidaviridae	4944.0	0.0	16.7	0.0	|full
4958	NODE_4959_length_5037_cov_6.432156	5037	8.44424	8.44424	17.0027	bin.001	56							Bacteria?					
4959	NODE_4960_length_5037_cov_4.873344	5037	7.38347	7.38347	9.43506	bin.001	58							Bacteria?					
4960	NODE_4961_length_5037_cov_2.908872	5037	4.48557	4.48557	5.11388	bin.001	54							Bacteria?					
4961	NODE_4962_length_5035_cov_4.183936	5035	6.73654	6.73654	6.03523	bin.001	62							Bacteria?					
4963	NODE_4964_length_5035_cov_3.238153	5035	5.11566	5.11566	5.56137	bin.001	62							Bacteria?					
4964	NODE_4965_length_5034_cov_7.537256	5034	9.89578	9.89578	16.4062	bin.001	58							Bacteria?					
4965	NODE_4966_length_5034_cov_5.493874	5034	7.70803	7.70803	9.49041	bin.001	60							Bacteria?					
4968	NODE_4969_length_5032_cov_2.571228	5032	3.87628	3.87628	3.22092	bin.001	58							Bacteria?					
4974	NODE_4975_length_5029_cov_3.779855	5029	5.88399	5.88399	7.14847	bin.001	61							Bacteria?					
4975	NODE_4976_length_5028_cov_4.461693	5028	6.52337	6.52337	9.57786	bin.001	61							Bacteria?					
4976	NODE_4977_length_5028_cov_3.638649	5028	5.60353	5.60353	6.56391	bin.001	56							Bacteria?					
4978	NODE_4979_length_5027_cov_3.896219	5027	6.00636	6.00636	7.70528	bin.001	62							Bacteria?					
4979	NODE_4980_length_5027_cov_3.649236	5027	5.27681	5.27681	6.23511	bin.001	58							Bacteria?					
4981	NODE_4982_length_5026_cov_5.832026	5026	8.15176	8.15176	7.1737	bin.001	55							Bacteria?					
4982	NODE_4983_length_5026_cov_4.027158	5026	6.30927	6.30927	8.01224	bin.001	64							Bacteria?					
4983	NODE_4984_length_5026_cov_2.755784	5026	4.31727	4.31727	4.60819	bin.001	54							Bacteria?					
4985	NODE_4986_length_5024_cov_5.235057	5024	8.16496	8.16496	8.56475	bin.001	60							Bacteria?					
4986	NODE_4987_length_5024_cov_3.136043	5024	4.97743	4.97743	5.92136	bin.001	59							Bacteria?					
4987	NODE_4988_length_5023_cov_5.508857	5023	7.92017	7.92017	8.11919	bin.001	58							Bacteria?					
4988	NODE_4989_length_5023_cov_4.402375	5023	6.31274	6.31274	5.30083	bin.001	58							Bacteria?					
4990	NODE_4991_length_5022_cov_2.655526	5022	4.43042	4.43042	3.49012	bin.001	61							Bacteria?					
4994	NODE_4995_length_5020_cov_3.518228	5020	5.60123	5.60123	8.16513	bin.001	64							Bacteria?					
4997	NODE_4998_length_5018_cov_3.575458	5018	5.10497	5.10497	5.88193	bin.001	61							Bacteria?					
4998	NODE_4999_length_5018_cov_3.427564	5018	5.48459	5.48459	11.7898	bin.001	60							Bacteria?					
5001	NODE_5002_length_5017_cov_5.101370	5017	7.76063	7.76063	9.95933	bin.001	59	bin.001	0.587	0.353	0.207	0.68	0.68	NCLDV	4997.0	0.0	25.0	0.0	|full
5003	NODE_5004_length_5015_cov_3.756250	5015	5.47667	5.47667	8.46894	bin.001	56							Bacteria?					
5005	NODE_5006_length_5014_cov_2.858641	5014	4.33923	4.33923	4.79667	bin.001	58							Bacteria?					
5006	NODE_5007_length_5013_cov_2.910851	5013	4.02365	4.02365	4.05972	bin.001	51							Bacteria?					
5008	NODE_5009_length_5012_cov_3.548517	5012	5.28486	5.28486	5.40882	bin.001	60							Bacteria?					
5014	NODE_5015_length_5010_cov_3.761857	5010	5.59856	5.59856	4.64659	bin.001	60							Bacteria?					
5015	NODE_5016_length_5009_cov_6.299152	5009	9.08664	9.08664	16.7182	bin.001	59							Bacteria?					
5018	NODE_5019_length_5005_cov_6.726061	5005	8.71493	8.71493	11.0673	bin.001	57							Bacteria?					
5020	NODE_5021_length_5005_cov_4.081818	5005	6.33409	6.33409	9.26128	bin.001	59							Bacteria?					
5023	NODE_5024_length_5003_cov_3.063056	5003	4.82238	4.82238	4.69136	bin.001	61							Bacteria?					
